time_iso,FSAT-DP1,FSAT-DP2,FSAT-LDR
2026-03-21T08:54:00Z,-10630.470855,-12063.737511,-10645.823996
2026-03-21T08:55:00Z,-10266.779216,-11671.957196,-10282.119005
2026-03-21T08:56:00Z,-9901.622816,-11277.588592,-9916.790413
2026-03-21T08:57:00Z,-9535.562575,-10881.136175,-9550.400754
2026-03-21T08:58:00Z,-9169.148956,-10483.055208,-9183.503339
2026-03-21T08:59:00Z,-8802.935595,-10083.766670,-8816.655917
2026-03-21T09:00:00Z,-8437.493480,-9683.670364,-8450.434909
2026-03-21T09:01:00Z,-8073.426289,-9283.156990,-8085.450863
2026-03-21T09:02:00Z,-7711.387611,-8882.619872,-7722.365837
2026-03-21T09:03:00Z,-7352.100899,-8482.467023,-7361.913588
2026-03-21T09:04:00Z,-6996.383135,-8083.134294,-7004.923580
2026-03-21T09:05:00Z,-6645.173411,-7685.100472,-6652.350023
2026-03-21T09:06:00Z,-6299.567768,-7288.905346,-6305.307354
2026-03-21T09:07:00Z,-5960.861920,-6895.172234,-5965.113816
2026-03-21T09:08:00Z,-5630.603134,-6504.636530,-5633.344484
2026-03-21T09:09:00Z,-5310.652642,-6118.183056,-5311.895158
2026-03-21T09:10:00Z,-5003.258211,-5736.895333,-5003.056760
2026-03-21T09:11:00Z,-4711.134009,-5362.121343,-4709.597299
2026-03-21T09:12:00Z,-4437.539362,-4995.561703,-4434.842676
2026-03-21T09:13:00Z,-4186.338710,-4639.387510,-4182.737909
2026-03-21T09:14:00Z,-3962.011162,-4296.395659,-3957.855817
2026-03-21T09:15:00Z,3769.561829,-3970.206940,3765.303252
2026-03-21T09:16:00Z,3614.277214,3665.501760,3610.464926
2026-03-21T09:17:00Z,3501.281522,3388.260701,3498.540926
2026-03-21T09:18:00Z,3434.910651,3145.918730,3433.898033
2026-03-21T09:19:00Z,3418.024627,2947.246177,3419.364369
2026-03-21T09:20:00Z,3451.475107,2801.677588,3455.694755
2026-03-21T09:21:00Z,3533.940625,2717.865321,3541.423861
2026-03-21T09:22:00Z,3662.201982,2701.644277,3673.172441
2026-03-21T09:23:00Z,3831.737355,2754.264753,3846.272045
2026-03-21T09:24:00Z,4037.409848,2871.977021,4055.470351
2026-03-21T09:25:00Z,4274.051093,3047.257363,4295.518975
2026-03-21T09:26:00Z,4536.850323,3270.855748,4561.557752
2026-03-21T09:27:00Z,4821.553070,3533.588203,4849.305255
2026-03-21T09:28:00Z,5124.519838,3827.367966,5155.109591
2026-03-21T09:29:00Z,5442.700927,4145.553167,5475.917174
2026-03-21T09:30:00Z,5773.570806,4482.894875,5809.203012
2026-03-21T09:31:00Z,6115.049418,4835.322691,6152.889526
2026-03-21T09:32:00Z,6465.425162,5199.700839,6505.268133
