vehicle_id,min_abs_cross_track_km_mean,min_abs_cross_track_km_std,min_abs_cross_track_km_p95,min_abs_cross_track_km_min,min_abs_cross_track_km_max,max_abs_cross_track_km_mean,max_abs_cross_track_km_std,max_abs_cross_track_km_p95,max_abs_cross_track_km_min,max_abs_cross_track_km_max,plane_intersection_distance_km_mean,plane_intersection_distance_km_std,plane_intersection_distance_km_p95,plane_intersection_distance_km_min,plane_intersection_distance_km_max,relative_cross_track_km_mean,relative_cross_track_km_std,relative_cross_track_km_p95,relative_cross_track_km_min,relative_cross_track_km_max
FSAT-DP1,445.807388,0.586642,446.825920,444.426866,447.634612,19416.620155,0.612988,19417.647204,19415.125134,19418.488375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FSAT-DP2,439.035582,0.087922,439.177800,438.721289,439.291278,19484.563399,0.030258,19484.612242,19484.473778,19484.673740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FSAT-LDR,444.151867,0.590334,445.174393,442.759828,445.988336,19421.139850,0.620036,19422.180445,19419.630816,19423.033686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
fleet,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.563055,1.201033,3.805037,0.057281,5.758981,0.000000,0.000000,0.000000,0.000000,0.000000
fleet_relative_max,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2269.690197,0.878021,2271.164386,2266.988364,2271.814826
fleet_relative_min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.745105,0.687436,3.880978,0.619872,4.390767
