sample_id,satellite_id,position_error_m,velocity_error_mps,delta_v_mps,success
0,SAT-1,298.2306106122552,0.00969611168589096,0.023503084399421295,True
0,SAT-2,544.032673739905,0.007751335903803381,0.03293803376213232,True
0,SAT-3,298.11965007053675,0.00769497723245728,0.02149681288387102,True
1,SAT-1,545.7111363036737,0.009250363345840921,0.034514767804344336,True
1,SAT-2,325.68072189167896,0.0074051335862133265,0.02248294478490217,True
1,SAT-3,408.2362822620796,0.011347933651845573,0.030247761534349257,True
2,SAT-1,451.4455528408902,0.00613337397062497,0.027033631046592108,True
2,SAT-2,541.2376231468565,0.008245501541485971,0.033302798909396,True
2,SAT-3,359.9041074509925,0.00834004847552231,0.025002275672327517,True
3,SAT-1,649.6341445621887,0.014540332734410065,0.04461598757525213,True
3,SAT-2,363.9634786133264,0.009780456666122466,0.026630617713035726,True
3,SAT-3,64.31794579988279,0.0033790899235166365,0.006356772599437136,True
4,SAT-1,532.0089717395635,0.008837316795583491,0.033467361783526245,True
4,SAT-2,304.28996287938367,0.007783087698569909,0.021870585980022856,True
4,SAT-3,95.54488995375382,0.008250722836258828,0.012674097371154838,True
5,SAT-1,510.6887217317091,0.010967974761584705,0.03461097113805272,True
5,SAT-2,227.40238604082424,0.01527361317367993,0.02580150141631068,True
5,SAT-3,396.6587074687877,0.007486409794351443,0.025850238843832356,True
6,SAT-1,575.8001777675368,0.005573322364564106,0.03223073800195007,True
6,SAT-2,625.033266875328,0.01344438252732865,0.04238110784563087,True
6,SAT-3,407.09671851821525,0.010240966217272636,0.029088036519041863,True
7,SAT-1,353.14932090055504,0.004127004465100352,0.02047651006234827,True
7,SAT-2,232.18087526923597,0.004502564496429108,0.01525167909222707,True
7,SAT-3,398.76467674208743,0.0033556650766915414,0.021816992703640035,True
8,SAT-1,744.1637871719297,0.0067161802750330905,0.04116820745891872,True
8,SAT-2,504.1381659607079,0.008599328609984542,0.03193905851557287,True
8,SAT-3,243.50139536240863,0.006191538513484034,0.017464751261743693,True
9,SAT-1,465.8232629261149,0.006456154562655245,0.028022046364790193,True
9,SAT-2,394.41493364371166,0.0087033455075033,0.026963296139156614,True
9,SAT-3,278.2830473520447,0.012322969822405124,0.025206444236851637,True
10,SAT-1,575.5596371696718,0.00552719294869676,0.03217347244729268,True
10,SAT-2,858.46374976711,0.006271857910661956,0.04601555002950964,True
10,SAT-3,507.3656423943783,0.005565332899030024,0.02905448300988087,True
11,SAT-1,461.09709854499357,0.00795004489667927,0.029297132792280828,True
11,SAT-2,415.75368201606204,0.008952512403328408,0.02820036805222017,True
11,SAT-3,679.7373730136842,0.0026592171545320566,0.03412853997923966,True
12,SAT-1,492.3193526019277,0.004423527615290592,0.027216090235750206,True
12,SAT-2,235.73586699321893,0.004841640289797312,0.01575533783577967,True
12,SAT-3,231.6477835494693,0.005117614492120232,0.015842048915706775,True
13,SAT-1,418.8459713965408,0.006553255226406891,0.025944272420691188,True
13,SAT-2,438.24818741023904,0.009236663910457464,0.029525931846116682,True
13,SAT-3,310.82188850287844,0.008203356342887285,0.022593258588390917,True
14,SAT-1,254.8730446525308,0.006899462060424117,0.01869914005359684,True
14,SAT-2,504.2625022309668,0.007031929412417274,0.030377415626813883,True
14,SAT-3,646.6540473919379,0.005266498287539356,0.03520418566679574,True
15,SAT-1,563.8707092344079,0.012139987326299083,0.038245112753817964,True
15,SAT-2,291.35917653434444,0.002760784059829644,0.016249634825308553,True
15,SAT-3,539.522832262781,0.00468898907262216,0.029666897973676835,True
16,SAT-1,709.8223516579754,0.0018537057824910875,0.034715851692582546,True
16,SAT-2,297.085705660786,0.00772544080743101,0.02147940866209703,True
16,SAT-3,427.1748338926577,0.01250439675856373,0.032281009438779366,True
17,SAT-1,479.34360714536444,0.0098897788210286,0.03208161248516584,True
17,SAT-2,298.18991796308393,0.007749666436546248,0.02155475523113347,True
17,SAT-3,213.7904887393177,0.0022749689946441097,0.01217267680664956,True
18,SAT-1,532.2104868378416,0.003697069961644844,0.028336444352285658,True
18,SAT-2,528.3945012517928,0.006385261250858171,0.030847969642144875,True
18,SAT-3,590.3351124280423,0.009194749102173471,0.03652507838124951,True
19,SAT-1,1090.3052086098833,0.006145176978649537,0.05662226996984784,True
19,SAT-2,349.6416445789423,0.004305518257682481,0.020492631432633513,True
