vehicle_id,min_abs_cross_track_km_mean,min_abs_cross_track_km_std,min_abs_cross_track_km_p95,min_abs_cross_track_km_min,min_abs_cross_track_km_max,max_abs_cross_track_km_mean,max_abs_cross_track_km_std,max_abs_cross_track_km_p95,max_abs_cross_track_km_min,max_abs_cross_track_km_max,plane_intersection_distance_km_mean,plane_intersection_distance_km_std,plane_intersection_distance_km_p95,plane_intersection_distance_km_min,plane_intersection_distance_km_max,relative_cross_track_km_mean,relative_cross_track_km_std,relative_cross_track_km_p95,relative_cross_track_km_min,relative_cross_track_km_max
FSAT-DP1,8.349018,0.265215,8.817716,7.635011,9.210599,2478.247577,0.075768,2478.369261,2478.037223,2478.500659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FSAT-DP2,32.556044,0.150338,32.816906,32.151375,33.111473,2466.116599,0.059600,2466.213777,2465.932085,2466.294014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FSAT-LDR,23.760724,0.099181,23.927869,23.503691,24.063148,2469.985726,0.075819,2470.107509,2469.775223,2470.239033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
fleet,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7602.517823,0.891222,7604.008847,7599.252985,7605.238492,0.000000,0.000000,0.000000,0.000000,0.000000
fleet_relative_max,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199968,0.000000,0.199968,0.199967,0.199968
fleet_relative_min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142851,0.000002,0.142855,0.142846,0.142857
