epoch_utc,latitude_deg,longitude_deg,altitude_km
2026-03-21T09:32:00Z,-49.937303,28.132469,517.001
2026-03-21T09:33:00Z,-46.226101,26.742599,517.001
2026-03-21T09:34:00Z,-42.505020,25.497368,517.001
2026-03-21T09:35:00Z,-38.776308,24.364133,517.001
