epoch_utc,latitude_deg,longitude_deg,altitude_km
2026-03-21T09:32:00Z,-49.895082,28.118519,520.002
2026-03-21T09:33:00Z,-46.183752,26.730524,520.002
2026-03-21T09:34:00Z,-42.462573,25.486734,520.002
2026-03-21T09:35:00Z,-38.733784,24.354623,520.002
