epoch_utc,latitude_deg,longitude_deg,altitude_km
2026-03-21T09:32:00Z,-49.937291,28.132465,523.001
2026-03-21T09:33:00Z,-46.226088,26.742595,523.001
2026-03-21T09:34:00Z,-42.505007,25.497365,523.001
2026-03-21T09:35:00Z,-38.776295,24.364131,523.001
