satellite_id,mean_diff_accel_mps2,peak_diff_accel_mps2,delta_v_per_burn_mps,annual_delta_v_mps
SAT-1,0.005566028051927402,0.005566028051931385,0.17811289766167687,9.29367655298964
SAT-2,0.005566028051927494,0.0055660280519318536,0.17811289766167981,9.293676552989794
SAT-3,0.008406900425131703,0.008406900425136605,0.2690208136042145,14.037121738419906
