time_utc,triangle_area_m2,triangle_aspect_ratio,side_length_1_m,side_length_2_m,side_length_3_m
2026-03-21T07:38:40Z,15438682.6,1.00001842,5971.06652,5971.07579,5971.17653
2026-03-21T07:38:41Z,15441974.1,1.00001764,5971.70457,5971.71379,5971.80994
2026-03-21T07:38:42Z,15445229.7,1.00001689,5972.33554,5972.34473,5972.43643
2026-03-21T07:38:43Z,15448449.3,1.00001617,5972.95944,5972.96859,5973.056
2026-03-21T07:38:44Z,15451632.9,1.00001547,5973.57626,5973.58537,5973.66864
2026-03-21T07:38:45Z,15454780.4,1.00001479,5974.18601,5974.19508,5974.27435
2026-03-21T07:38:46Z,15457891.8,1.00001413,5974.78867,5974.79771,5974.87311
2026-03-21T07:38:47Z,15460967.2,1.0000135,5975.38425,5975.39326,5975.46493
2026-03-21T07:38:48Z,15464006.4,1.00001289,5975.97275,5975.98172,5976.0498
2026-03-21T07:38:49Z,15467009.5,1.00001231,5976.55416,5976.5631,5976.62772
2026-03-21T07:38:50Z,15469976.4,1.00001174,5977.12848,5977.13739,5977.19867
2026-03-21T07:38:51Z,15472907.1,1.0000112,5977.69571,5977.70459,5977.76266
2026-03-21T07:38:52Z,15475801.5,1.00001068,5978.25586,5978.2647,5978.31968
2026-03-21T07:38:53Z,15478659.8,1.00001017,5978.80891,5978.81773,5978.86972
2026-03-21T07:38:54Z,15481481.7,1.00000969,5979.35486,5979.36365,5979.41279
2026-03-21T07:38:55Z,15484267.4,1.00000922,5979.89372,5979.90249,5979.94887
2026-03-21T07:38:56Z,15487016.7,1.00000877,5980.42549,5980.43422,5980.47796
2026-03-21T07:38:57Z,15489729.7,1.00000835,5980.95015,5980.95886,5981.00006
2026-03-21T07:38:58Z,15492406.3,1.00000793,5981.46771,5981.4764,5981.51517
2026-03-21T07:38:59Z,15495046.6,1.00000754,5981.97818,5981.98683,5982.02327
2026-03-21T07:39:00Z,15497650.4,1.00000716,5982.48153,5982.49017,5982.52436
2026-03-21T07:39:01Z,15500217.8,1.0000068,5982.97779,5982.98639,5983.01844
2026-03-21T07:39:02Z,15502748.8,1.00000645,5983.46693,5983.47552,5983.50551
2026-03-21T07:39:03Z,15505243.2,1.00000612,5983.94897,5983.95753,5983.98557
2026-03-21T07:39:04Z,15507701.2,1.0000058,5984.42389,5984.43244,5984.45859
2026-03-21T07:39:05Z,15510122.7,1.00000549,5984.89171,5984.90023,5984.9246
2026-03-21T07:39:06Z,15512507.6,1.0000052,5985.35241,5985.36092,5985.38357
2026-03-21T07:39:07Z,15514856,1.00000493,5985.806,5985.81449,5985.8355
2026-03-21T07:39:08Z,15517167.8,1.00000466,5986.25248,5986.26094,5986.2804
2026-03-21T07:39:09Z,15519443,1.00000441,5986.69184,5986.70028,5986.71826
2026-03-21T07:39:10Z,15521681.6,1.00000417,5987.12408,5987.1325,5987.14907
2026-03-21T07:39:11Z,15523883.5,1.00000395,5987.5492,5987.55761,5987.57283
2026-03-21T07:39:12Z,15526048.8,1.00000373,5987.9672,5987.97559,5987.98954
2026-03-21T07:39:13Z,15528177.4,1.00000352,5988.37808,5988.38645,5988.39919
2026-03-21T07:39:14Z,15530269.4,1.00000333,5988.78184,5988.79019,5988.80178
2026-03-21T07:39:15Z,15532324.6,1.00000315,5989.17847,5989.18681,5989.19731
2026-03-21T07:39:16Z,15534343.2,1.00000297,5989.56797,5989.5763,5989.58577
2026-03-21T07:39:17Z,15536324.9,1.00000281,5989.95035,5989.95867,5989.96716
2026-03-21T07:39:18Z,15538270,1.00000265,5990.32561,5990.33391,5990.34148
2026-03-21T07:39:19Z,15540178.2,1.0000025,5990.69373,5990.70202,5990.70872
2026-03-21T07:39:20Z,15542049.7,1.00000236,5991.05473,5991.063,5991.06888
2026-03-21T07:39:21Z,15543884.4,1.00000223,5991.40859,5991.41685,5991.42196
2026-03-21T07:39:22Z,15545682.2,1.00000211,5991.75532,5991.76357,5991.76795
2026-03-21T07:39:23Z,15547443.2,1.00000199,5992.09492,5992.10316,5992.10686
2026-03-21T07:39:24Z,15549167.4,1.00000188,5992.42738,5992.43562,5992.43867
2026-03-21T07:39:25Z,15550854.7,1.00000178,5992.75271,5992.76093,5992.76339
2026-03-21T07:39:26Z,15552505.1,1.00000169,5993.07091,5993.07912,5993.08102
2026-03-21T07:39:27Z,15554118.7,1.0000016,5993.38196,5993.39017,5993.39154
2026-03-21T07:39:28Z,15555695.3,1.00000152,5993.68588,5993.69408,5993.69496
2026-03-21T07:39:29Z,15557235,1.00000144,5993.98266,5993.99085,5993.99128
2026-03-21T07:39:30Z,15558737.8,1.00000137,5994.2723,5994.28048,5994.28049
2026-03-21T07:39:31Z,15560203.6,1.00000136,5994.5548,5994.56297,5994.56259
2026-03-21T07:39:32Z,15561632.5,1.00000136,5994.83016,5994.83832,5994.83758
2026-03-21T07:39:33Z,15563024.5,1.00000136,5995.09838,5995.10653,5995.10546
2026-03-21T07:39:34Z,15564379.4,1.00000136,5995.35945,5995.3676,5995.36622
2026-03-21T07:39:35Z,15565697.4,1.00000136,5995.61338,5995.62153,5995.61986
2026-03-21T07:39:36Z,15566978.3,1.00000136,5995.86017,5995.86831,5995.86638
2026-03-21T07:39:37Z,15568222.3,1.00000136,5996.09981,5996.10794,5996.10577
2026-03-21T07:39:38Z,15569429.2,1.00000136,5996.3323,5996.34043,5996.33804
2026-03-21T07:39:39Z,15570599.1,1.00000135,5996.55765,5996.56577,5996.56319
2026-03-21T07:39:40Z,15571731.9,1.00000135,5996.77585,5996.78397,5996.78121
2026-03-21T07:39:41Z,15572827.7,1.00000135,5996.9869,5996.99502,5996.99209
2026-03-21T07:39:42Z,15573886.5,1.00000135,5997.19081,5997.19892,5997.19585
2026-03-21T07:39:43Z,15574908.1,1.00000135,5997.38756,5997.39567,5997.39247
2026-03-21T07:39:44Z,15575892.7,1.00000135,5997.57717,5997.58527,5997.58195
2026-03-21T07:39:45Z,15576840.2,1.00000135,5997.75962,5997.76772,5997.7643
2026-03-21T07:39:46Z,15577750.6,1.00000135,5997.93493,5997.94303,5997.93951
2026-03-21T07:39:47Z,15578623.9,1.00000135,5998.10308,5998.11118,5998.10758
2026-03-21T07:39:48Z,15579460.1,1.00000135,5998.26408,5998.27217,5998.2685
2026-03-21T07:39:49Z,15580259.2,1.00000135,5998.41793,5998.42602,5998.42229
2026-03-21T07:39:50Z,15581021.2,1.00000135,5998.56463,5998.57272,5998.56893
2026-03-21T07:39:51Z,15581746,1.00000135,5998.70417,5998.71226,5998.70842
2026-03-21T07:39:52Z,15582433.7,1.00000135,5998.83656,5998.84464,5998.84077
2026-03-21T07:39:53Z,15583084.3,1.00000135,5998.96179,5998.96988,5998.96597
2026-03-21T07:39:54Z,15583697.7,1.00000135,5999.07987,5999.08796,5999.08402
2026-03-21T07:39:55Z,15584274,1.00000135,5999.1908,5999.19888,5999.19492
2026-03-21T07:39:56Z,15584813.1,1.00000135,5999.29457,5999.30265,5999.29867
2026-03-21T07:39:57Z,15585315,1.00000135,5999.39119,5999.39927,5999.39527
2026-03-21T07:39:58Z,15585779.8,1.00000135,5999.48065,5999.48873,5999.48472
2026-03-21T07:39:59Z,15586207.4,1.00000135,5999.56295,5999.57103,5999.56702
2026-03-21T07:40:00Z,15586597.9,1.00000135,5999.6381,5999.64618,5999.64216
2026-03-21T07:40:01Z,15586951.1,1.00000135,5999.70609,5999.71417,5999.71014
2026-03-21T07:40:02Z,15587267.2,1.00000135,5999.76693,5999.77501,5999.77097
2026-03-21T07:40:03Z,15587546.1,1.00000135,5999.82061,5999.82869,5999.82465
2026-03-21T07:40:04Z,15587787.9,1.00000135,5999.86713,5999.87521,5999.87117
2026-03-21T07:40:05Z,15587992.4,1.00000135,5999.90649,5999.91457,5999.91053
2026-03-21T07:40:06Z,15588159.7,1.00000135,5999.9387,5999.94678,5999.94274
2026-03-21T07:40:07Z,15588289.9,1.00000135,5999.96375,5999.97183,5999.96779
2026-03-21T07:40:08Z,15588382.9,1.00000135,5999.98165,5999.98972,5999.98569
2026-03-21T07:40:09Z,15588438.7,1.00000135,5999.99238,6000.00046,5999.99642
2026-03-21T07:40:10Z,15588457.3,1.00000135,5999.99596,6000.00404,6000
2026-03-21T07:40:11Z,15588438.7,1.00000135,5999.99238,6000.00046,5999.99642
2026-03-21T07:40:12Z,15588382.9,1.00000135,5999.98165,5999.98972,5999.98569
2026-03-21T07:40:13Z,15588289.9,1.00000135,5999.96375,5999.97183,5999.96779
2026-03-21T07:40:14Z,15588159.7,1.00000135,5999.9387,5999.94678,5999.94274
2026-03-21T07:40:15Z,15587992.4,1.00000135,5999.90649,5999.91457,5999.91053
2026-03-21T07:40:16Z,15587787.9,1.00000135,5999.86713,5999.87521,5999.87117
2026-03-21T07:40:17Z,15587546.1,1.00000135,5999.82061,5999.82869,5999.82465
2026-03-21T07:40:18Z,15587267.2,1.00000135,5999.76693,5999.77501,5999.77097
2026-03-21T07:40:19Z,15586951.1,1.00000135,5999.70609,5999.71417,5999.71014
2026-03-21T07:40:20Z,15586597.9,1.00000135,5999.6381,5999.64618,5999.64216
2026-03-21T07:40:21Z,15586207.4,1.00000135,5999.56295,5999.57103,5999.56702
2026-03-21T07:40:22Z,15585779.8,1.00000135,5999.48065,5999.48873,5999.48472
2026-03-21T07:40:23Z,15585315,1.00000135,5999.39119,5999.39927,5999.39527
2026-03-21T07:40:24Z,15584813.1,1.00000135,5999.29458,5999.30265,5999.29867
2026-03-21T07:40:25Z,15584274,1.00000135,5999.19081,5999.19888,5999.19492
2026-03-21T07:40:26Z,15583697.7,1.00000135,5999.07988,5999.08795,5999.08402
2026-03-21T07:40:27Z,15583084.3,1.00000135,5998.9618,5998.96987,5998.96597
2026-03-21T07:40:28Z,15582433.7,1.00000134,5998.83657,5998.84463,5998.84077
2026-03-21T07:40:29Z,15581746,1.00000134,5998.70418,5998.71225,5998.70842
2026-03-21T07:40:30Z,15581021.2,1.00000134,5998.56464,5998.5727,5998.56893
2026-03-21T07:40:31Z,15580259.2,1.00000134,5998.41794,5998.42601,5998.42229
2026-03-21T07:40:32Z,15579460.1,1.00000134,5998.2641,5998.27216,5998.2685
2026-03-21T07:40:33Z,15578623.9,1.00000134,5998.1031,5998.11116,5998.10758
2026-03-21T07:40:34Z,15577750.6,1.00000134,5997.93495,5997.943,5997.93951
2026-03-21T07:40:35Z,15576840.2,1.00000134,5997.75965,5997.7677,5997.7643
2026-03-21T07:40:36Z,15575892.7,1.00000134,5997.5772,5997.58524,5997.58195
2026-03-21T07:40:37Z,15574908.1,1.00000134,5997.38759,5997.39564,5997.39247
2026-03-21T07:40:38Z,15573886.5,1.00000134,5997.19084,5997.19888,5997.19585
2026-03-21T07:40:39Z,15572827.7,1.00000134,5996.98694,5996.99498,5996.99209
2026-03-21T07:40:40Z,15571731.9,1.00000134,5996.77589,5996.78392,5996.78121
2026-03-21T07:40:41Z,15570599.1,1.00000134,5996.5577,5996.56572,5996.56319
2026-03-21T07:40:42Z,15569429.2,1.00000134,5996.33236,5996.34037,5996.33804
2026-03-21T07:40:43Z,15568222.3,1.00000134,5996.09987,5996.10788,5996.10577
2026-03-21T07:40:44Z,15566978.3,1.00000134,5995.86023,5995.86824,5995.86638
2026-03-21T07:40:45Z,15565697.4,1.00000133,5995.61345,5995.62145,5995.61986
2026-03-21T07:40:46Z,15564379.4,1.00000133,5995.35953,5995.36752,5995.36622
2026-03-21T07:40:47Z,15563024.5,1.00000133,5995.09846,5995.10645,5995.10546
2026-03-21T07:40:48Z,15561632.5,1.00000133,5994.83025,5994.83823,5994.83758
2026-03-21T07:40:49Z,15560203.6,1.00000133,5994.5549,5994.56287,5994.56259
2026-03-21T07:40:50Z,15558737.8,1.00000135,5994.27241,5994.28037,5994.28049
2026-03-21T07:40:51Z,15557235,1.00000142,5993.98278,5993.99073,5993.99128
2026-03-21T07:40:52Z,15555695.3,1.00000149,5993.68601,5993.69395,5993.69496
2026-03-21T07:40:53Z,15554118.7,1.00000158,5993.3821,5993.39003,5993.39154
2026-03-21T07:40:54Z,15552505.1,1.00000166,5993.07105,5993.07897,5993.08102
2026-03-21T07:40:55Z,15550854.7,1.00000176,5992.75287,5992.76078,5992.76339
2026-03-21T07:40:56Z,15549167.4,1.00000186,5992.42755,5992.43545,5992.43867
2026-03-21T07:40:57Z,15547443.2,1.00000196,5992.09509,5992.10299,5992.10686
2026-03-21T07:40:58Z,15545682.2,1.00000208,5991.75551,5991.76339,5991.76795
2026-03-21T07:40:59Z,15543884.4,1.0000022,5991.40879,5991.41666,5991.42196
2026-03-21T07:41:00Z,15542049.7,1.00000233,5991.05494,5991.06279,5991.06888
2026-03-21T07:41:01Z,15540178.2,1.00000246,5990.69395,5990.7018,5990.70872
2026-03-21T07:41:02Z,15538270,1.00000261,5990.32584,5990.33367,5990.34148
2026-03-21T07:41:03Z,15536324.9,1.00000276,5989.9506,5989.95842,5989.96716
2026-03-21T07:41:04Z,15534343.2,1.00000293,5989.56824,5989.57604,5989.58577
2026-03-21T07:41:05Z,15532324.6,1.0000031,5989.17875,5989.18653,5989.19731
2026-03-21T07:41:06Z,15530269.4,1.00000328,5988.78213,5988.7899,5988.80178
2026-03-21T07:41:07Z,15528177.4,1.00000347,5988.37839,5988.38614,5988.39919
2026-03-21T07:41:08Z,15526048.8,1.00000368,5987.96753,5987.97526,5987.98954
2026-03-21T07:41:09Z,15523883.5,1.00000389,5987.54954,5987.55726,5987.57283
2026-03-21T07:41:10Z,15521681.6,1.00000411,5987.12444,5987.13214,5987.14907
2026-03-21T07:41:11Z,15519443,1.00000435,5986.69222,5986.6999,5986.71826
2026-03-21T07:41:12Z,15517167.8,1.0000046,5986.25288,5986.26054,5986.2804
2026-03-21T07:41:13Z,15514856,1.00000486,5985.80643,5985.81406,5985.8355
2026-03-21T07:41:14Z,15512507.6,1.00000513,5985.35286,5985.36047,5985.38357
2026-03-21T07:41:15Z,15510122.7,1.00000542,5984.89217,5984.89977,5984.9246
2026-03-21T07:41:16Z,15507701.2,1.00000572,5984.42438,5984.43195,5984.45859
2026-03-21T07:41:17Z,15505243.2,1.00000603,5983.94947,5983.95702,5983.98557
2026-03-21T07:41:18Z,15502748.8,1.00000636,5983.46746,5983.47499,5983.50551
2026-03-21T07:41:19Z,15500217.8,1.0000067,5982.97834,5982.98584,5983.01845
2026-03-21T07:41:20Z,15497650.4,1.00000706,5982.48211,5982.48959,5982.52436
2026-03-21T07:41:21Z,15495046.6,1.00000744,5981.97878,5981.98623,5982.02327
2026-03-21T07:41:22Z,15492406.3,1.00000783,5981.46834,5981.47577,5981.51517
2026-03-21T07:41:23Z,15489729.7,1.00000824,5980.95081,5980.9582,5981.00006
2026-03-21T07:41:24Z,15487016.7,1.00000866,5980.42617,5980.43354,5980.47796
2026-03-21T07:41:25Z,15484267.4,1.0000091,5979.89443,5979.90178,5979.94887
2026-03-21T07:41:26Z,15481481.7,1.00000956,5979.3556,5979.36291,5979.41279
2026-03-21T07:41:27Z,15478659.8,1.00001004,5978.80968,5978.81696,5978.86972
2026-03-21T07:41:28Z,15475801.5,1.00001054,5978.25665,5978.26391,5978.31968
2026-03-21T07:41:29Z,15472907.1,1.00001106,5977.69654,5977.70376,5977.76266
