sample_id,density_scale,drag_coefficient,ballistic_coefficient_m2_per_kg,semi_major_axis_delta_m,altitude_delta_m,along_track_shift_km,ground_distance_delta_km,command_distance_delta_km,within_tolerance
0,1.1242800777290687,2.4715642102739843,0.006666666666666667,-0.03881909139454365,-0.03881909139454365,0.005487919724779782,0.0007353054298050463,0.005487919724779782,True
1,1.0610324650480567,2.234382899305668,0.006666666666666667,-0.033119610510766506,-0.033119610510766506,0.0046821745894118395,0.0006273467126977503,0.0046821745894118395,True
2,1.2559375427402462,2.098618639698292,0.006666666666666667,-0.03682141937315464,-0.03682141937315464,0.005205505449499606,0.000697465818352584,0.005205505449499606,True
3,1.1796407623077676,2.197695376517774,0.006666666666666667,-0.03621731232851744,-0.03621731232851744,0.005120101847972217,0.0006860229155629453,0.005120101847972217,True
4,1.3375345559895264,2.162287164697495,0.006666666666666667,-0.04040334653109312,-0.04040334653109312,0.005711888523785161,0.0007653141548364932,0.005711888523785161,True
5,0.7983561872137578,2.10643705391936,0.006666666666666667,-0.023493305779993534,-0.023493305779993534,0.0033212878010042174,0.00044500668313286263,0.0033212878010042174,True
6,0.7732912432423564,2.077988333941591,0.006666666666666667,-0.022448387928307056,-0.022448387928307056,0.003173565989763456,0.000425214001141632,0.003173565989763456,True
7,0.891338911413579,2.168048724085566,0.006666666666666667,-0.026996711269021034,-0.026996711269021034,0.00381657010415505,0.0005113676696372288,0.00381657010415505,True
8,0.9509732463863517,2.132888904373274,0.006666666666666667,-0.028335800394415855,-0.028335800394415855,0.004005879458062438,0.0005367325078312812,0.004005879458062438,True
9,0.7841508286471082,2.172063668439356,0.006666666666666667,-0.023794200271368027,-0.023794200271368027,0.003363825803295681,0.00045070618779521036,0.003363825803295681,True
10,0.9787640189349359,2.2608287596506,0.006666666666666667,-0.030913246795535088,-0.030913246795535088,0.004370257242342623,0.0005855540971981525,0.004370257242342623,True
11,0.7796621178374867,2.0262218275768933,0.006666666666666667,-0.022069494239985943,-0.022069494239985943,0.003120001227537564,0.00041803706297814696,0.003120001227537564,True
12,1.210478747812901,2.033123280108759,0.006666666666666667,-0.034381105564534664,-0.034381105564534664,0.004860514314837659,0.0006512417722161015,0.004860514314837659,True
13,0.9153907195823223,2.2427547282203486,0.006666666666666667,-0.028680534102022648,-0.028680534102022648,0.004054614924546997,0.0005432623870801282,0.004054614924546997,True
14,0.9892343599176711,2.1611181681383433,0.006666666666666667,-0.029865972697734833,-0.029865972697734833,0.004222202380700534,0.000565716791054096,0.004222202380700534,True
15,1.2140284115601983,2.1478742030967872,0.006666666666666667,-0.03642811067402363,-0.03642811067402363,0.005149902782381391,0.0006900158290863314,0.005149902782381391,True
16,0.9433963007466307,2.3187045605924186,0.006666666666666667,-0.03055895771831274,-0.03055895771831274,0.00432017087668637,0.0005788432161224055,0.00432017087668637,True
17,1.2616584779164026,2.227715402643675,0.006666666666666667,-0.03926453646272421,-0.03926453646272421,0.005550892998537868,0.000743742978539194,0.005550892998537868,True
18,0.7974841396326644,2.309854523021977,0.006666666666666667,-0.025733902119100094,-0.025733902119100094,0.003638044701507438,0.00048744773193621065,0.003638044701507438,True
19,1.2117333190833204,2.1744035359896197,0.006666666666666667,-0.03680833335965872,-0.03680833335965872,0.005203655559024872,0.0006972179585844328,0.005203655559024872,True
20,1.1759628412550578,2.433977131641219,0.006666666666666667,-0.03998610004782677,-0.03998610004782677,0.0056529017269945254,0.0007574107389444719,0.0056529017269945254,True
21,1.2130753182160832,2.218666824068025,0.006666666666666667,-0.03759921807795763,-0.03759921807795763,0.005315464279310021,0.0007121987825119407,0.005315464279310021,True
22,1.0881699113017085,2.038305340884293,0.006666666666666667,-0.030985957011580467,-0.030985957011580467,0.004380536489154075,0.0005869313742673921,0.004380536489154075,True
23,0.9533402759600379,2.1514340981040956,0.006666666666666667,-0.02865331992506981,-0.02865331992506981,0.004050767640573784,0.0005427469041763365,0.004050767640573784,True
