satellite_id,mean_diff_accel_mps2,peak_diff_accel_mps2,delta_v_per_burn_mps,annual_delta_v_mps
SAT-1,0.004132303946171179,0.004132303946173214,0.18595367757770306,9.70279724789372
SAT-2,0.004132303946171178,0.004132303946173506,0.185953677577703,9.702797247893718
SAT-3,0.0041323039461712025,0.004132303946172186,0.18595367757770412,9.702797247893775
