time_utc,SAT-1,SAT-2,SAT-3
2026-03-14T07:40:10Z,1.14400181,1.14388141,1.1431855
2026-03-14T07:41:10Z,1.13060325,1.1304854,1.12979607
2026-03-14T07:42:10Z,1.11735822,1.11724187,1.11655645
2026-03-14T07:43:10Z,1.10418945,1.1040736,1.10338947
2026-03-14T07:44:10Z,1.09102223,1.0909059,1.09022047
2026-03-14T07:45:10Z,1.07778189,1.0776641,1.07697476
2026-03-14T07:46:10Z,1.06439129,1.06427098,1.06357506
2026-03-14T07:47:10Z,1.05076805,1.05064408,1.04993878
2026-03-14T07:48:10Z,1.0368215,1.03669261,1.03597495
2026-03-14T07:49:10Z,1.02244889,1.02231362,1.02158041
2026-03-14T07:50:10Z,1.00753073,1.00738737,1.00663508
2026-03-14T07:51:10Z,0.991924528,0.991771006,0.990995758
2026-03-14T07:52:10Z,0.975456467,0.975290235,0.974487636
2026-03-14T07:53:10Z,0.95790975,0.957727592,0.956892646
2026-03-14T07:54:10Z,0.939007995,0.938805769,0.937932716
2026-03-14T07:55:10Z,0.918390903,0.918163146,0.91724529
2026-03-14T07:56:10Z,0.895577607,0.895316944,0.894346437
2026-03-14T07:57:10Z,0.869909747,0.869605946,0.868573559
2026-03-14T07:58:10Z,0.840460092,0.840098534,0.838993456
2026-03-14T07:59:10Z,0.805880247,0.805439314,0.804249125
2026-03-14T08:00:10Z,0.764135859,0.763582312,0.762293524
2026-03-14T08:01:10Z,0.712024197,0.71130455,0.709904868
2026-03-14T08:02:10Z,0.644250192,0.643273831,0.641759429
2026-03-14T08:03:10Z,0.551573779,0.550178564,0.548576498
2026-03-14T08:04:10Z,0.417035865,0.414919148,0.41335639
2026-03-14T08:05:10Z,0.209177799,0.20579366,0.204700063
2026-03-14T08:06:10Z,-0.120494999,-0.125786623,-0.125285926
2026-03-14T08:07:10Z,-0.58315277,-0.589616616,-0.586305053
2026-03-14T08:08:10Z,-1.04153079,-1.04670486,-1.04189267
2026-03-14T08:09:10Z,-1.36461493,-1.36790431,-1.36347101
2026-03-14T08:10:10Z,-1.56813937,-1.57020116,-1.56656693
2026-03-14T08:11:10Z,-1.70021211,-1.70157603,-1.69861325
2026-03-14T08:12:10Z,-1.79145541,-1.79241305,-1.78994751
2026-03-14T08:13:10Z,-1.8583496,-1.8590574,-1.85695671
2026-03-14T08:14:10Z,-1.90989115,-1.91043682,-1.90860856
2026-03-14T08:15:10Z,-1.95124852,-1.95168399,-1.95006373
