time_utc,satellite_id,semi_major_axis_km,eccentricity,inclination_deg,raan_deg,argument_of_perigee_deg,mean_anomaly_deg
2026-03-14T07:40:10Z,SAT-1,6836.309756541718,0.16478608323842414,97.66000618930404,351.09962947912055,112.32528934434976,276.2780687077653
2026-03-14T07:40:10Z,SAT-2,6836.309756541714,0.16478608323842406,97.65917537305015,351.0993338299169,112.74054612421628,276.27806870776516
2026-03-14T07:40:10Z,SAT-3,6836.221577891081,0.16478570048870383,97.78072593648393,350.752419324161,112.49077316871558,276.2734660319326
2026-03-14T07:45:10Z,SAT-1,6659.246841133029,0.03588252051399283,97.64246226935474,351.08994254307134,208.688490455402,180.0
2026-03-14T07:45:10Z,SAT-2,6659.246841133027,0.035882520513993085,97.64170149378151,351.089518876828,209.10373032584405,180.0
2026-03-14T07:45:10Z,SAT-3,6659.1654363471,0.035895183631561585,97.81575903520485,350.77190055584725,208.85336640815444,180.0
2026-03-14T07:50:10Z,SAT-1,6659.246841133034,0.03588252051399244,97.611439861723,351.06534989953127,227.626715555782,180.0
2026-03-14T07:50:10Z,SAT-2,6659.246841133033,0.03588252051399257,97.6108565464886,351.0647000926209,228.0419257007737,180.0
2026-03-14T07:50:10Z,SAT-3,6659.165436347103,0.03589518363156132,97.87765909432073,350.8212968968703,227.80147711788345,180.0
2026-03-14T07:55:10Z,SAT-1,6659.246841133034,0.03588252051399245,97.59000728807655,351.0319325986676,246.56378458616598,180.00000091673436
2026-03-14T07:55:10Z,SAT-2,6659.246841133032,0.03588252051399283,97.5896645678569,351.03112701662434,246.9789743958774,180.0
2026-03-14T07:55:10Z,SAT-3,6659.165436347104,0.035895183631561335,97.92031415835766,350.8883156308354,246.75205426578466,180.00000091675722
2026-03-14T08:00:10Z,SAT-1,6659.246841133033,0.0358825205139927,97.58048412680482,350.99330828233764,265.5001752331255,180.0
2026-03-14T08:00:10Z,SAT-2,6659.246841133031,0.03588252051399283,97.58041909044383,350.99243411595256,265.915356126104,180.0
2026-03-14T08:00:10Z,SAT-3,6659.165436347105,0.03589518363156107,97.93909830256257,350.96569292262905,265.70409605123166,180.0
2026-03-14T08:05:10Z,SAT-1,6659.246841133033,0.03588252051399257,97.58390093395816,350.9536568921559,284.43643239927275,180.0
2026-03-14T08:05:10Z,SAT-2,6659.246841133033,0.035882520513992704,97.58412061919317,350.9528087370642,284.85161667138794,180.0
2026-03-14T08:05:10Z,SAT-3,6659.165436347108,0.03589518363156068,97.93197393671389,351.04503630447743,284.656417070328,180.0
2026-03-14T08:10:10Z,SAT-1,6659.2468411330265,0.03588252051399321,97.5998879645921,350.91726925572254,303.3731141049952,180.0
2026-03-14T08:10:10Z,SAT-2,6659.246841133029,0.03588252051399282,97.60036859821322,350.9165388994097,303.78831372051536,180.0
2026-03-14T08:10:10Z,SAT-3,6659.165436347102,0.03589518363156132,97.89971390198036,351.1177389721794,303.6077965315984,180.0
2026-03-14T08:15:10Z,SAT-1,6659.246841133026,0.035882520513993474,97.626715094568,350.88808380571345,322.31073652708324,180.0
2026-03-14T08:15:10Z,SAT-2,6659.2468411330265,0.03588252051399322,97.62740465935364,350.88755031501,322.72596193122155,180.0
2026-03-14T08:15:10Z,SAT-3,6659.165436347104,0.03589518363156133,97.84581721629112,351.1759179179104,322.55713248011153,180.00000129649047
2026-03-14T08:20:10Z,SAT-1,6659.246841133033,0.03588252051399257,97.66147866847786,350.8692610245205,341.24972183599897,179.9999990832656
2026-03-14T08:20:10Z,SAT-2,6659.246841133034,0.03588252051399244,97.66230252202772,350.8689821955534,341.6649808719946,179.9999990832656
2026-03-14T08:20:10Z,SAT-3,6659.165436347108,0.03589518363156068,97.77612784401262,351.21327164027724,341.5035760114694,179.99999908324278
2026-03-14T08:25:10Z,SAT-1,6659.246841133033,0.035882520513992565,97.70041525151171,350.86284129610124,0.19035289711228728,180.00000091673436
2026-03-14T08:25:10Z,SAT-2,6659.246841133027,0.03588252051399308,97.7012841944422,350.8628473871881,0.6056499247528856,180.0
2026-03-14T08:25:10Z,SAT-3,6659.165436347106,0.03589518363156094,97.69819880047822,351.22576282435386,0.4466246474849942,180.00000091675722
2026-03-14T08:30:10Z,SAT-1,6659.246841133027,0.035882520513993085,97.73930860028678,350.869523154884,19.132739570138543,180.0
2026-03-14T08:30:10Z,SAT-2,6659.246841133033,0.03588252051399257,97.74012852648596,350.8698135840605,19.54807489457326,180.0
2026-03-14T08:30:10Z,SAT-3,6659.165436347105,0.0358951836315612,97.62047176959584,351.21205204082054,19.386164196405172,179.99999908324278
2026-03-14T08:35:10Z,SAT-1,6659.246841133037,0.03588252051399206,97.77394603437511,350.8885862598206,38.076801533037546,180.0
2026-03-14T08:35:10Z,SAT-2,6659.246841133034,0.03588252051399245,97.77462812250606,350.88912963511194,38.49217124735261,180.00000091673436
2026-03-14T08:35:10Z,SAT-3,6659.165436347106,0.03589518363156095,97.5513620844141,351.17363711231053,38.32245989582324,180.0
2026-03-14T08:40:10Z,SAT-1,6659.246841133036,0.03588252051399218,97.80057489378098,350.91796800762586,57.02227172219683,180.0
2026-03-14T08:40:10Z,SAT-2,6659.246841133033,0.035882520513992565,97.80104523652913,350.9187055005974,57.43766803323893,180.0
2026-03-14T08:40:10Z,SAT-3,6659.165436347108,0.03589518363156068,97.49834844504561,351.11468550992976,57.2561067732995,179.99999908324278
2026-03-14T08:45:10Z,SAT-1,6659.246841130976,0.035882520514312344,97.81630955940075,350.9544860853769,75.96872222570944,180.00000091673436
