time_iso,FSAT-DP1,FSAT-DP2,FSAT-LDR
2026-03-21T07:35:10Z,-2112.158125,-2149.197743,-2130.677880
2026-03-21T07:36:10Z,-1684.309465,-1721.190121,-1702.746123
2026-03-21T07:37:10Z,-1256.680297,-1293.074142,-1274.869994
2026-03-21T07:38:10Z,-829.286325,-864.864627,-847.064761
2026-03-21T07:39:10Z,-402.190496,-436.609183,-419.384976
2026-03-21T07:40:10Z,28.389457,-14.454918,15.309935
2026-03-21T07:41:10Z,451.986273,420.674449,436.347890
2026-03-21T07:42:10Z,878.430733,849.179570,863.824080
2026-03-21T07:43:10Z,1304.714525,1277.810681,1291.282369
2026-03-21T07:44:10Z,1730.792050,1706.514544,1718.673231
2026-03-21T07:45:10Z,2156.655359,2135.272662,2145.983411
2026-03-21T07:46:10Z,2582.303610,2564.071792,2573.205857
2026-03-21T07:47:10Z,3007.738423,2992.899785,3000.335314
2026-03-21T07:48:10Z,3432.962617,3421.744527,3427.367162
2026-03-21T07:49:10Z,3857.979729,3850.593570,3854.296993
2026-03-21T07:50:10Z,4282.793740,4279.433957,4281.120382
2026-03-21T07:51:10Z,4707.408888,4708.252113,4707.832743
2026-03-21T07:52:10Z,5131.829507,5137.033764,5134.429205
2026-03-21T07:53:10Z,5556.059861,5565.763857,5560.904485
2026-03-21T07:54:10Z,5980.103982,5994.426473,5987.252766
2026-03-21T07:55:10Z,6403.965494,6423.004742,6413.467563
2026-03-21T07:56:10Z,6827.647411,6851.480716,6839.541555
2026-03-21T07:57:10Z,7251.151941,7279.835264,7265.466433
2026-03-21T07:58:10Z,7674.480234,7708.047902,7691.232689
2026-03-21T07:59:10Z,8097.632119,8136.096614,8116.829388
2026-03-21T08:00:10Z,8520.605796,8563.957628,8542.243900
2026-03-21T08:01:10Z,8943.397475,8991.605134,8967.461581
2026-03-21T08:02:10Z,9366.000958,9419.010944,9392.465385
2026-03-21T08:03:10Z,9788.407131,9846.144061,9817.235395
2026-03-21T08:04:10Z,10210.603362,10272.970130,10241.748244
2026-03-21T08:05:10Z,10632.572743,10699.450749,10665.976390
2026-03-21T08:06:10Z,11054.293157,11125.542568,11089.887199
2026-03-21T08:07:10Z,11475.736084,11551.196118,11513.441757
2026-03-21T08:08:10Z,11896.865072,11976.354280,11936.593341
2026-03-21T08:09:10Z,-12317.633729,-12400.950219,-12359.285383
2026-03-21T08:10:10Z,-12737.983047,-12824.904616,-12781.448746
2026-03-21T08:11:10Z,-13157.837785,-13248.121850,-13202.998011
2026-03-21T08:12:10Z,-13577.101480,-13670.484687,-13623.826328
2026-03-21T08:13:10Z,-13995.649433,-14091.846744,-14043.798147
2026-03-21T08:14:10Z,-14413.318648,-14512.021561,-14462.738736
2026-03-21T08:15:10Z,-14829.893044,-14930.766426,-14880.418716
2026-03-21T08:16:10Z,-15245.081181,-15347.757787,-15296.530661
2026-03-21T08:17:10Z,-15658.481712,-15762.552775,-15710.652640
2026-03-21T08:18:10Z,-16069.528055,-16174.526988,-16122.189553
