time_iso,relative_cross_track_km
2026-03-21T07:35:10Z,-0.200000
2026-03-21T07:36:10Z,-0.199414
2026-03-21T07:37:10Z,-0.197948
2026-03-21T07:38:10Z,-0.195608
2026-03-21T07:39:10Z,-0.192402
2026-03-21T07:40:10Z,-0.188342
2026-03-21T07:41:10Z,-0.183445
2026-03-21T07:42:10Z,-0.177731
2026-03-21T07:43:10Z,-0.171223
2026-03-21T07:44:10Z,-0.163946
2026-03-21T07:45:10Z,-0.155932
2026-03-21T07:46:10Z,-0.147213
2026-03-21T07:47:10Z,-0.137825
2026-03-21T07:48:10Z,-0.127808
2026-03-21T07:49:10Z,-0.117203
2026-03-21T07:50:10Z,-0.106055
2026-03-21T07:51:10Z,-0.094413
2026-03-21T07:52:10Z,-0.082325
2026-03-21T07:53:10Z,-0.069843
2026-03-21T07:54:10Z,-0.057022
2026-03-21T07:55:10Z,-0.043916
2026-03-21T07:56:10Z,-0.030585
2026-03-21T07:57:10Z,-0.017085
2026-03-21T07:58:10Z,-0.003477
2026-03-21T07:59:10Z,0.010179
2026-03-21T08:00:10Z,0.023822
2026-03-21T08:01:10Z,0.037390
2026-03-21T08:02:10Z,0.050821
2026-03-21T08:03:10Z,0.064056
2026-03-21T08:04:10Z,0.077034
2026-03-21T08:05:10Z,0.089695
2026-03-21T08:06:10Z,0.101981
2026-03-21T08:07:10Z,0.113835
2026-03-21T08:08:10Z,0.125203
2026-03-21T08:09:10Z,0.136031
2026-03-21T08:10:10Z,0.146269
2026-03-21T08:11:10Z,0.155871
2026-03-21T08:12:10Z,0.164790
2026-03-21T08:13:10Z,0.172986
2026-03-21T08:14:10Z,0.180421
2026-03-21T08:15:10Z,0.187060
2026-03-21T08:16:10Z,0.192872
2026-03-21T08:17:10Z,0.197830
2026-03-21T08:18:10Z,0.201914
2026-03-21T08:19:10Z,0.205103
2026-03-21T08:20:10Z,0.207384
2026-03-21T08:21:10Z,0.208748
2026-03-21T08:22:10Z,0.209188
2026-03-21T08:23:10Z,0.208706
2026-03-21T08:24:10Z,0.207303
2026-03-21T08:25:10Z,0.204989
2026-03-21T08:26:10Z,0.201775
2026-03-21T08:27:10Z,0.197677
2026-03-21T08:28:10Z,0.192717
2026-03-21T08:29:10Z,0.186918
2026-03-21T08:30:10Z,0.180309
2026-03-21T08:31:10Z,0.172922
2026-03-21T08:32:10Z,0.164791
2026-03-21T08:33:10Z,0.155956
2026-03-21T08:34:10Z,0.146456
2026-03-21T08:35:10Z,0.136338
2026-03-21T08:36:10Z,0.125646
2026-03-21T08:37:10Z,0.114430
2026-03-21T08:38:10Z,0.102741
2026-03-21T08:39:10Z,0.090631
2026-03-21T08:40:10Z,0.078155
2026-03-21T08:41:10Z,0.065369
2026-03-21T08:42:10Z,0.052329
2026-03-21T08:43:10Z,0.039092
2026-03-21T08:44:10Z,0.025717
2026-03-21T08:45:10Z,0.012261
2026-03-21T08:46:10Z,-0.001216
2026-03-21T08:47:10Z,-0.014657
2026-03-21T08:48:10Z,-0.028004
2026-03-21T08:49:10Z,-0.041199
2026-03-21T08:50:10Z,-0.054187
2026-03-21T08:51:10Z,-0.066912
2026-03-21T08:52:10Z,-0.079320
2026-03-21T08:53:10Z,-0.091359
2026-03-21T08:54:10Z,-0.102977
2026-03-21T08:55:10Z,-0.114126
2026-03-21T08:56:10Z,-0.124758
2026-03-21T08:57:10Z,-0.134830
2026-03-21T08:58:10Z,-0.144298
2026-03-21T08:59:10Z,-0.153122
2026-03-21T09:00:10Z,-0.161267
2026-03-21T09:01:10Z,-0.168696
2026-03-21T09:02:10Z,-0.175380
2026-03-21T09:03:10Z,-0.181289
2026-03-21T09:04:10Z,-0.186399
2026-03-21T09:05:10Z,-0.190688
2026-03-21T09:06:10Z,-0.194137
2026-03-21T09:07:10Z,-0.196732
2026-03-21T09:08:10Z,-0.198460
2026-03-21T09:09:10Z,-0.199315
2026-03-21T09:10:10Z,-0.199291
2026-03-21T09:11:10Z,-0.198389
2026-03-21T09:12:10Z,-0.196610
2026-03-21T09:13:10Z,-0.193962
2026-03-21T09:14:10Z,-0.190455
2026-03-21T09:15:10Z,-0.186102
2026-03-21T09:16:10Z,-0.180922
2026-03-21T09:17:10Z,-0.174934
2026-03-21T09:18:10Z,-0.168163
2026-03-21T09:19:10Z,-0.160636
2026-03-21T09:20:10Z,-0.152386
2026-03-21T09:21:10Z,-0.143445
2026-03-21T09:22:10Z,-0.133851
2026-03-21T09:23:10Z,-0.123644
2026-03-21T09:24:10Z,-0.112867
2026-03-21T09:25:10Z,-0.101567
2026-03-21T09:26:10Z,-0.089789
2026-03-21T09:27:10Z,-0.077587
2026-03-21T09:28:10Z,-0.065011
2026-03-21T09:29:10Z,-0.052116
2026-03-21T09:30:10Z,-0.038959
2026-03-21T09:31:10Z,-0.025597
2026-03-21T09:32:10Z,-0.012089
2026-03-21T09:33:10Z,0.001505
2026-03-21T09:34:10Z,0.015125
2026-03-21T09:35:10Z,0.028709
2026-03-21T09:36:10Z,0.042196
2026-03-21T09:37:10Z,0.055526
2026-03-21T09:38:10Z,0.068637
2026-03-21T09:39:10Z,0.081469
2026-03-21T09:40:10Z,0.093964
2026-03-21T09:41:10Z,0.106065
2026-03-21T09:42:10Z,0.117715
2026-03-21T09:43:10Z,0.128860
2026-03-21T09:44:10Z,0.139448
2026-03-21T09:45:10Z,0.149431
2026-03-21T09:46:10Z,0.158762
2026-03-21T09:47:10Z,0.167397
2026-03-21T09:48:10Z,0.175296
2026-03-21T09:49:10Z,0.182423
2026-03-21T09:50:10Z,0.188745
2026-03-21T09:51:10Z,0.194232
2026-03-21T09:52:10Z,0.198860
2026-03-21T09:53:10Z,0.202607
2026-03-21T09:54:10Z,0.205457
2026-03-21T09:55:10Z,0.207398
2026-03-21T09:56:10Z,0.208422
2026-03-21T09:57:10Z,0.208524
2026-03-21T09:58:10Z,0.207707
2026-03-21T09:59:10Z,0.205975
2026-03-21T10:00:10Z,0.203337
2026-03-21T10:01:10Z,0.199808
2026-03-21T10:02:10Z,0.195405
2026-03-21T10:03:10Z,0.190151
2026-03-21T10:04:10Z,0.184070
2026-03-21T10:05:10Z,0.177193
2026-03-21T10:06:10Z,0.169552
2026-03-21T10:07:10Z,0.161183
2026-03-21T10:08:10Z,0.152126
2026-03-21T10:09:10Z,0.142423
2026-03-21T10:10:10Z,0.132120
2026-03-21T10:11:10Z,0.121262
2026-03-21T10:12:10Z,0.109900
2026-03-21T10:13:10Z,0.098086
2026-03-21T10:14:10Z,0.085872
2026-03-21T10:15:10Z,0.073313
2026-03-21T10:16:10Z,0.060465
2026-03-21T10:17:10Z,0.047385
2026-03-21T10:18:10Z,0.034130
2026-03-21T10:19:10Z,0.020758
2026-03-21T10:20:10Z,0.007327
2026-03-21T10:21:10Z,-0.006104
2026-03-21T10:22:10Z,-0.019478
2026-03-21T10:23:10Z,-0.032737
2026-03-21T10:24:10Z,-0.045825
2026-03-21T10:25:10Z,-0.058686
2026-03-21T10:26:10Z,-0.071264
2026-03-21T10:27:10Z,-0.083508
2026-03-21T10:28:10Z,-0.095364
2026-03-21T10:29:10Z,-0.106783
2026-03-21T10:30:10Z,-0.117716
2026-03-21T10:31:10Z,-0.128119
2026-03-21T10:32:10Z,-0.137946
2026-03-21T10:33:10Z,-0.147157
2026-03-21T10:34:10Z,-0.155712
2026-03-21T10:35:10Z,-0.163577
2026-03-21T10:36:10Z,-0.170717
2026-03-21T10:37:10Z,-0.177102
2026-03-21T10:38:10Z,-0.182706
2026-03-21T10:39:10Z,-0.187505
2026-03-21T10:40:10Z,-0.191477
2026-03-21T10:41:10Z,-0.194607
2026-03-21T10:42:10Z,-0.196880
2026-03-21T10:43:10Z,-0.198286
2026-03-21T10:44:10Z,-0.198818
2026-03-21T10:45:10Z,-0.198474
2026-03-21T10:46:10Z,-0.197255
2026-03-21T10:47:10Z,-0.195163
2026-03-21T10:48:10Z,-0.192208
2026-03-21T10:49:10Z,-0.188401
2026-03-21T10:50:10Z,-0.183757
2026-03-21T10:51:10Z,-0.178293
2026-03-21T10:52:10Z,-0.172034
2026-03-21T10:53:10Z,-0.165003
2026-03-21T10:54:10Z,-0.157230
2026-03-21T10:55:10Z,-0.148746
2026-03-21T10:56:10Z,-0.139587
2026-03-21T10:57:10Z,-0.129792
2026-03-21T10:58:10Z,-0.119400
2026-03-21T10:59:10Z,-0.108457
2026-03-21T11:00:10Z,-0.097008
2026-03-21T11:01:10Z,-0.085102
2026-03-21T11:02:10Z,-0.072791
2026-03-21T11:03:10Z,-0.060127
2026-03-21T11:04:10Z,-0.047166
2026-03-21T11:05:10Z,-0.033964
2026-03-21T11:06:10Z,-0.020578
2026-03-21T11:07:10Z,-0.007070
2026-03-21T11:08:10Z,0.006503
2026-03-21T11:09:10Z,0.020079
2026-03-21T11:10:10Z,0.033596
2026-03-21T11:11:10Z,0.046995
2026-03-21T11:12:10Z,0.060214
2026-03-21T11:13:10Z,0.073194
2026-03-21T11:14:10Z,0.085873
2026-03-21T11:15:10Z,0.098195
2026-03-21T11:16:10Z,0.110103
