vehicle_id,min_abs_cross_track_km_mean,min_abs_cross_track_km_std,min_abs_cross_track_km_p95,min_abs_cross_track_km_min,min_abs_cross_track_km_max,max_abs_cross_track_km_mean,max_abs_cross_track_km_std,max_abs_cross_track_km_p95,max_abs_cross_track_km_min,max_abs_cross_track_km_max,plane_intersection_distance_km_mean,plane_intersection_distance_km_std,plane_intersection_distance_km_p95,plane_intersection_distance_km_min,plane_intersection_distance_km_max,relative_cross_track_km_mean,relative_cross_track_km_std,relative_cross_track_km_p95,relative_cross_track_km_min,relative_cross_track_km_max
FSAT-DP1,28.405969,0.278564,28.908154,27.722053,29.510329,18992.318193,0.615434,18993.388510,18990.472741,18994.571620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FSAT-DP2,14.484563,0.556919,15.457089,12.792388,16.545634,18993.628877,0.631636,18994.727735,18991.729131,18995.940487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FSAT-LDR,15.336829,0.517132,16.241928,13.893303,17.298852,18994.335442,0.624409,18995.421575,18992.460218,18996.621093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
fleet,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7781.137370,0.870159,7782.621221,7777.974180,7783.805689,0.000000,0.000000,0.000000,0.000000,0.000000
fleet_relative_max,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.209188,0.000013,0.209208,0.209135,0.209229
fleet_relative_min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001216,0.000005,0.001224,0.001201,0.001231
