time_utc,max_ground_distance_km,min_command_distance_km
2026-03-21T07:38:40Z,54.4410624221495,789.011323118894
2026-03-21T07:38:41Z,57.1237186644259,795.320301611911
2026-03-21T07:38:42Z,60.5134688749177,801.641232831957
2026-03-21T07:38:43Z,64.4988826915809,807.973842887166
2026-03-21T07:38:44Z,68.9767748992968,814.317837952953
2026-03-21T07:38:45Z,73.8575876340469,820.672960341812
2026-03-21T07:38:46Z,79.0667122833428,827.038950863729
2026-03-21T07:38:47Z,84.5434592716591,833.415557678258
2026-03-21T07:38:48Z,90.239091215467,839.80253631728
2026-03-21T07:38:49Z,96.1146816671239,846.199649116028
2026-03-21T07:38:50Z,102.139158204745,852.606665306116
2026-03-21T07:38:51Z,108.287650688905,859.023369772357
2026-03-21T07:38:52Z,114.540179027723,865.449526317202
2026-03-21T07:38:53Z,120.880579238625,871.884932247136
2026-03-21T07:38:54Z,127.295705117318,878.329381666461
2026-03-21T07:38:55Z,133.774790977041,884.782674316338
2026-03-21T07:38:56Z,140.308961502877,891.244615598268
2026-03-21T07:38:57Z,146.890851474156,897.715016054668
2026-03-21T07:38:58Z,153.514307485156,904.193700370984
2026-03-21T07:38:59Z,160.174163535393,910.680471924215
2026-03-21T07:39:00Z,166.86604683608,917.175165092736
2026-03-21T07:39:01Z,173.586241146868,923.67761035336
2026-03-21T07:39:02Z,180.331569614854,930.187642598848
2026-03-21T07:39:03Z,187.099302457679,936.705101223125
2026-03-21T07:39:04Z,193.887082597617,943.229829779587
2026-03-21T07:39:05Z,200.692865313058,949.761676073672
2026-03-21T07:39:06Z,207.514868630823,956.300500145987
2026-03-21T07:39:07Z,214.351534822033,962.846140782698
2026-03-21T07:39:08Z,221.201494159253,969.39846581187
2026-03-21T07:39:09Z,228.063539477927,975.957338172424
2026-03-21T07:39:10Z,234.936602644461,982.522624425763
2026-03-21T07:39:11Z,241.819735346529,989.094194451345
2026-03-21T07:39:12Z,248.712092939958,995.671921513674
2026-03-21T07:39:13Z,255.612921102985,1002.25569026897
2026-03-21T07:39:14Z,262.521543191686,1008.84536383651
2026-03-21T07:39:15Z,269.437351892284,1015.44083306566
2026-03-21T07:39:16Z,276.359799895741,1022.04198342272
2026-03-21T07:39:17Z,283.288392893591,1028.6487032876
2026-03-21T07:39:18Z,290.222683364146,1035.26088379712
2026-03-21T07:39:19Z,297.162265201341,1041.87841869299
2026-03-21T07:39:20Z,304.106769081632,1048.50120443133
2026-03-21T07:39:21Z,311.055859237504,1055.12914771318
2026-03-21T07:39:22Z,318.009226658358,1061.76213412996
2026-03-21T07:39:23Z,324.96659086626,1068.40007535445
2026-03-21T07:39:24Z,331.927694018776,1075.04287737633
2026-03-21T07:39:25Z,338.892299335444,1081.69044851806
2026-03-21T07:39:26Z,345.860188981284,1088.34269918633
2026-03-21T07:39:27Z,352.831162244325,1094.99954201608
2026-03-21T07:39:28Z,359.805035038691,1101.66089920847
2026-03-21T07:39:29Z,366.78163381238,1108.3266720518
2026-03-21T07:39:30Z,373.760801187075,1114.99678682577
2026-03-21T07:39:31Z,380.742390201127,1121.67116392582
2026-03-21T07:39:32Z,387.726264441593,1128.34972566953
2026-03-21T07:39:33Z,394.712297090627,1135.03239606633
2026-03-21T07:39:34Z,401.700370132346,1141.71910096892
2026-03-21T07:39:35Z,408.690374997774,1148.40977522989
2026-03-21T07:39:36Z,415.682206227933,1155.10433303281
2026-03-21T07:39:37Z,422.675769371837,1161.80271259992
2026-03-21T07:39:38Z,429.670974776835,1168.50484613901
2026-03-21T07:39:39Z,436.667738525546,1175.21066743164
2026-03-21T07:39:40Z,443.665981975093,1181.92011172635
2026-03-21T07:39:41Z,450.665631336031,1188.63311563458
2026-03-21T07:39:42Z,457.666617340108,1195.3496172656
2026-03-21T07:39:43Z,464.668876510821,1202.06956318877
2026-03-21T07:39:44Z,471.672344286051,1208.79287961993
2026-03-21T07:39:45Z,478.676964616103,1215.51951586064
2026-03-21T07:39:46Z,485.682683114621,1222.24941511338
2026-03-21T07:39:47Z,492.68944849841,1228.98252188161
2026-03-21T07:39:48Z,499.697212331761,1235.71878176831
2026-03-21T07:39:49Z,506.705928875688,1242.45814163545
2026-03-21T07:39:50Z,513.715556664439,1249.20055640697
2026-03-21T07:39:51Z,520.726051144415,1255.94596094836
2026-03-21T07:39:52Z,527.737375347909,1262.69431247419
2026-03-21T07:39:53Z,534.749492518188,1269.44556206727
2026-03-21T07:39:54Z,541.762367817446,1276.19966190688
2026-03-21T07:39:55Z,548.775968162014,1282.95656507737
2026-03-21T07:39:56Z,555.790262161023,1289.7162257291
2026-03-21T07:39:57Z,562.805219945381,1296.47859880758
2026-03-21T07:39:58Z,569.820815110955,1303.24364719841
2026-03-21T07:39:59Z,576.837016745237,1310.01131393307
2026-03-21T07:40:00Z,583.853801076153,1316.78156360117
2026-03-21T07:40:01Z,590.871143618148,1323.5543547791
2026-03-21T07:40:02Z,597.889021032567,1330.3296468715
2026-03-21T07:40:03Z,604.907411043311,1337.10740003095
2026-03-21T07:40:04Z,611.926292422943,1343.88757529916
2026-03-21T07:40:05Z,618.945646932343,1350.67014109848
2026-03-21T07:40:06Z,625.965451081316,1357.4550464481
2026-03-21T07:40:07Z,632.985688412038,1364.24226137524
2026-03-21T07:40:08Z,640.00634120298,1371.03174979115
2026-03-21T07:40:09Z,647.027392523952,1377.82347638481
2026-03-21T07:40:10Z,654.048826145452,1384.61740644826
2026-03-21T07:40:11Z,661.070626556516,1391.41350603775
2026-03-21T07:40:12Z,668.092781010613,1398.21174833281
