time_utc,SAT-1_x_m,SAT-1_y_m,SAT-1_z_m,SAT-2_x_m,SAT-2_y_m,SAT-2_z_m,SAT-3_x_m,SAT-3_y_m,SAT-3_z_m
2026-03-21T07:38:40Z,5451806.40612674,-1418019.106335,4052169.14541655,5448216.033529,-1418107.3869914,4056975.5357695,5449204.25105135,-1423148.91935197,4053876.13483402
2026-03-21T07:38:41Z,5447261.38801381,-1418128.08010998,4058233.19919181,5443671.0218141,-1418216.36059979,4063039.58093548,5444659.23758366,-1423257.88393508,4059940.1855489
2026-03-21T07:38:42Z,5442709.86555231,-1418235.36055713,4064292.42048265,5439119.51003855,-1418323.64077515,4069098.78789414,5440107.72288022,-1423365.14906656,4065999.40175077
2026-03-21T07:38:43Z,5438151.8441223,-1418340.9475341,4070346.80203296,5434561.5036008,-1418429.22737991,4075153.14940305,5435549.71233025,-1423470.71460642,4072053.77619044
2026-03-21T07:38:44Z,5433587.32911163,-1418444.84090053,4076396.33659229,5429997.00790708,-1418533.12027852,4081202.65822546,5430985.21133079,-1423574.58041667,4078103.30162431
2026-03-21T07:38:45Z,5429016.32591597,-1418547.04051807,4082441.0169158,5425426.0283714,-1418635.31933742,4087247.30713029,5426414.22528662,-1423676.74636138,4084147.97081453
2026-03-21T07:38:46Z,5424438.83993879,-1418647.5462504,4088480.83576428,5420848.57041554,-1418735.8244251,4093287.08889214,5421836.75961039,-1423777.21230661,4090187.77652877
2026-03-21T07:38:47Z,5419854.87659136,-1418746.35796319,4094515.78590418,5416264.63946905,-1418834.63541201,4099321.9962913,5417252.81972262,-1423875.97812044,4096222.71154029
2026-03-21T07:38:48Z,5415264.44129278,-1418843.47552415,4100545.86010756,5411674.24096921,-1418931.75217067,4105352.02211376,5412662.41105149,-1423973.04367299,4102252.76862814
2026-03-21T07:38:49Z,5410667.53946988,-1418938.89880297,4106571.05115221,5407077.38036111,-1419027.17457558,4111377.15915122,5408065.5390328,-1424068.40883639,4108277.94057725
2026-03-21T07:38:50Z,5406064.17655732,-1419032.6276714,4112591.35182152,5402474.06309753,-1419120.90250326,4117397.4002011,5403462.20911048,-1424162.07348477,4114298.2201778
2026-03-21T07:38:51Z,5401454.35799752,-1419124.66200314,4118606.75490461,5397864.29463903,-1419212.93583223,4123412.73806654,5398852.426736,-1424254.03749432,4120313.60022593
2026-03-21T07:38:52Z,5396838.08924068,-1419215.00167396,4124617.25319626,5393248.08045389,-1419303.27444306,4129423.16555642,5394236.19736849,-1424344.30074321,4126324.07352362
2026-03-21T07:38:53Z,5392215.37574475,-1419303.64656161,4130622.83949695,5388625.42601812,-1419391.91821831,4135428.67548537,5389613.52647503,-1424432.86311168,4132329.63287829
2026-03-21T07:38:54Z,5387586.22297545,-1419390.59654588,4136623.50661288,5383996.33681546,-1419478.86704256,4141429.26067376,5384984.41953018,-1424519.72448195,4138330.27110344
2026-03-21T07:38:55Z,5382950.63640627,-1419475.85150854,4142619.24735593,5379360.81833735,-1419564.1208024,4147424.91394772,5380348.88201651,-1424604.88473828,4144325.98101795
2026-03-21T07:38:56Z,5378308.6215184,-1419559.41133341,4148610.05454375,5374718.87608296,-1419647.67938644,4153415.62813916,5375706.9194242,-1424688.34376695,4150316.75544657
2026-03-21T07:38:57Z,5373660.18380083,-1419641.27590631,4154595.92099969,5370070.51555915,-1419729.5426853,4159401.39608576,5371058.53725118,-1424770.10145626,4156302.58721983
2026-03-21T07:38:58Z,5369005.32875023,-1419721.44511506,4160576.83955284,5365415.74228048,-1419809.71059163,4165382.21063098,5366403.74100301,-1424850.15769652,4162283.46917402
2026-03-21T07:38:59Z,5364344.06187105,-1419799.91884952,4166552.80303805,5360754.56176921,-1419888.18300008,4171358.06462411,5361742.53619315,-1424928.51238009,4168259.39415109
2026-03-21T07:39:00Z,5359676.38867541,-1419876.69700156,4172523.80429592,5356086.97955528,-1419964.95980732,4177328.95092019,5357074.92834252,-1425005.16540134,4174230.35499899
2026-03-21T07:39:01Z,5355002.31468319,-1419951.77946505,4178489.83617282,5351413.00117631,-1420040.04091204,4183294.86238013,5352400.92297989,-1425080.11665666,4180196.3445713
2026-03-21T07:39:02Z,5350321.84542196,-1420025.16613589,4184450.8915209,5346732.6321776,-1420113.42621495,4189255.79187061,5347720.5256417,-1425153.36604446,4186157.35572741
2026-03-21T07:39:03Z,5345634.98642701,-1420096.856912,4190406.96319807,5342045.87811209,-1420185.11561877,4195211.73226418,5343033.74187197,-1425224.91346518,4192113.38133264
2026-03-21T07:39:04Z,5340941.7432413,-1420166.8516933,4196358.04406807,5337352.74454043,-1420255.10902824,4201162.67643921,5338340.5772226,-1425294.7588213,4198064.4142579
2026-03-21T07:39:05Z,5336242.12141551,-1420235.15038174,4202304.12700041,5332653.23703088,-1420323.40635011,4207108.6172799,5333641.03725298,-1425362.90201728,4204010.44738014
2026-03-21T07:39:06Z,5331536.12650799,-1420301.75288129,4208245.20487043,5327947.36115936,-1420390.00749315,4213049.54767635,5328935.12753025,-1425429.34295966,4209951.47358202
2026-03-21T07:39:07Z,5326823.76408478,-1420366.65909792,4214181.27055928,5323235.12250945,-1420454.91236816,4218985.4605245,5324222.85362913,-1425494.08155696,4215887.48575214
2026-03-21T07:39:08Z,5322105.03971959,-1420429.86893964,4220112.31695392,5318516.52667234,-1420518.12088794,4224916.34872614,5319504.22113215,-1425557.11771974,4221818.47678478
2026-03-21T07:39:09Z,5317379.95899379,-1420491.38231645,4226038.33694718,5313791.57924686,-1420579.63296733,4230842.20518899,5314779.23562939,-1425618.4513606,4227744.4395802
