satellite_id,mean_diff_accel_mps2,peak_diff_accel_mps2,delta_v_per_burn_mps,annual_delta_v_mps
SAT-1,0.004165932537734642,0.004231801975090668,0.13330984120750855,6.9559170715775
SAT-2,0.004165902168195951,0.004231685842198853,0.13330886938227043,6.955866363124897
SAT-3,0.004105192471274059,0.004132301479433458,0.1313661590807699,6.85449851489303
