time_utc,triangle_area_m2,triangle_aspect_ratio,side_length_1_m,side_length_2_m,side_length_3_m
2026-03-21T07:38:40Z,15588438.6715878,1.00000134616686,5999.99238107646,6000.00045806737,5999.99642414829
2026-03-21T07:38:41Z,15588382.8818837,1.00000134526457,5999.98164246668,5999.98971402937,5999.98569654735
2026-03-21T07:38:42Z,15588289.8988826,1.00000134374554,5999.96374476958,5999.97180719413,5999.96781711082
2026-03-21T07:38:43Z,15588159.7228826,1.0000013416186,5999.93868794269,5999.94673757203,5999.9427858508
2026-03-21T07:38:44Z,15587992.3544358,1.00000133888893,5999.90647196598,5999.91450517436,5999.91060282567
2026-03-21T07:38:45Z,15587787.7944231,1.00000133557552,5999.8670968052,5999.87511008081,5999.8712681529
2026-03-21T07:38:46Z,15587546.0440143,1.00000133167319,5999.82056251709,5999.82855231726,5999.82478200251
2026-03-21T07:38:47Z,15587267.104693,1.00000132715573,5999.76686923983,5999.77483186484,5999.77114461225
2026-03-21T07:38:48Z,15586950.9783203,1.00000132202986,5999.70601704594,5999.71394883644,5999.71035629478
2026-03-21T07:38:49Z,15586597.6669397,1.00000131633529,5999.63800591304,5999.64590344826,5999.64241738307
2026-03-21T07:38:50Z,15586207.1730024,1.00000131002055,5999.56283612307,5999.57069567371,5999.56732830686
2026-03-21T07:38:51Z,15585779.499255,1.00000130309289,5999.4805078075,5999.48832568792,5999.48508953862
2026-03-21T07:38:52Z,15585314.6487322,1.00000129557979,5999.39102105161,5999.39879374139,5999.39570161104
2026-03-21T07:38:53Z,15584812.6248037,1.00000128745482,5999.29437612853,5999.302099949,5999.29916512132
2026-03-21T07:38:54Z,15584273.431102,1.00000127876545,5999.19057309805,5999.19824465567,5999.19548072494
2026-03-21T07:38:55Z,15583697.0716449,1.00000126948438,5999.07961228676,5999.08722802464,5999.08464913792
2026-03-21T07:38:56Z,15583083.5507064,1.00000125960837,5998.96149395922,5998.96905030136,5998.96667112741
2026-03-21T07:38:57Z,15582432.8728589,1.00000124913804,5998.83621838122,5998.84371175575,5998.84154753048
2026-03-21T07:38:58Z,15581745.0430148,1.00000123808372,5998.70378582216,5998.71121271964,5998.70927923813
2026-03-21T07:38:59Z,15581020.06643,1.00000122641943,5998.56419668617,5998.57155344188,5998.56986721166
2026-03-21T07:39:00Z,15580257.9485489,1.00000121417037,5998.41745122278,5998.42473432352,5998.42331244665
2026-03-21T07:39:01Z,15579458.6952666,1.00000120133126,5998.26354981873,5998.27075572023,5998.26961603071
2026-03-21T07:39:02Z,15578622.3126976,1.0000011878967,5998.10249286897,5998.10961799516,5998.10877908594
2026-03-21T07:39:03Z,15577748.8073632,1.00000117388951,5997.93428071818,5997.94132163032,5997.94080282413
2026-03-21T07:39:04Z,15576838.185933,1.00000115928411,5997.75891385642,5997.765866963,5997.76568846559
2026-03-21T07:39:05Z,15575890.4555415,1.00000117458626,5997.57639267844,5997.58325449918,5997.58343734927
2026-03-21T07:39:06Z,15574905.6235504,1.00000122272241,5997.38671768429,5997.39348468504,5997.39405082345
2026-03-21T07:39:07Z,15573883.6976726,1.00000127410272,5997.18988929747,5997.19655807281,5997.1975303334
2026-03-21T07:39:08Z,15572824.6858709,1.00000132887904,5996.985908096,5996.99247508749,5996.99387736486
2026-03-21T07:39:09Z,15571728.5965125,1.00000138722481,5996.77477460203,5996.78123629436,5996.78309347675
2026-03-21T07:39:10Z,15570595.4382109,1.00000144931574,5996.55648936726,5996.56284225198,5996.56518027096
2026-03-21T07:39:11Z,15569425.2198653,1.00000151534202,5996.33105293401,5996.33729354008,5996.34013942644
2026-03-21T07:39:12Z,15568217.9507333,1.00000158549907,5996.09846585691,5996.10459081355,5996.10797266546
2026-03-21T07:39:13Z,15566973.6403625,1.00000165997556,5995.85872880128,5995.86473463827,5995.86868178022
2026-03-21T07:39:14Z,15565692.2986328,1.00000173896341,5995.61184246835,5995.61772560481,5995.62226861794
2026-03-21T07:39:15Z,15564373.9357179,1.00000182269349,5995.35780740358,5995.36356447609,5995.3687351032
2026-03-21T07:39:16Z,15563018.5620946,1.00000191137057,5995.09662433859,5995.10225189866,5995.10808318983
2026-03-21T07:39:17Z,15561626.1885812,1.00000200521898,5994.82829398574,5994.83378856211,5994.84031492919
2026-03-21T07:39:18Z,15560196.8262101,1.00000210447212,5994.55281702095,5994.55817522281,5994.56543239022
2026-03-21T07:39:19Z,15558730.4864596,1.0000022093588,5994.27019424683,5994.27541259378,5994.28343774043
2026-03-21T07:39:20Z,15557227.1810002,1.00000232013052,5993.98042636454,5993.98550149057,5993.99433318144
2026-03-21T07:39:21Z,15555686.9218792,1.00000243702922,5993.68351420531,5993.68844266849,5993.69812098718
2026-03-21T07:39:22Z,15554109.7214316,1.00000256031119,5993.37945856955,5993.3842369498,5993.39480348606
2026-03-21T07:39:23Z,15552495.5922545,1.00000269024495,5993.06826023679,5993.07288520157,5993.08438305842
2026-03-21T07:39:24Z,15550844.5473786,1.00000282709436,5992.74992010119,5992.75438826538,5992.76686217068
2026-03-21T07:39:25Z,15549156.6000257,1.00000297113253,5992.42443904877,5992.42874697914,5992.44224333596
2026-03-21T07:39:26Z,15547431.7637712,1.00000312264298,5992.09181795384,5992.09596227168,5992.11052911729
2026-03-21T07:39:27Z,15545670.052484,1.00000328191229,5991.75205773695,5991.75603505597,5991.7717221417
2026-03-21T07:39:28Z,15543871.4804178,1.00000344923683,5991.40515934567,5991.40896628037,5991.42582512102
2026-03-21T07:39:29Z,15542036.0620121,1.00000362492329,5991.05112369631,5991.05475692675,5991.07284079704
2026-03-21T07:39:30Z,15540163.8121139,1.00000380927315,5990.68995181501,5990.69340794991,5990.71277198937
2026-03-21T07:39:31Z,15538254.7457829,1.00000400261247,5990.32164462891,5990.32492040424,5990.34562156505
2026-03-21T07:39:32Z,15536308.8784854,1.00000420525328,5989.9462032167,5989.94929528617,5989.97139245762
2026-03-21T07:39:33Z,15534326.2259718,1.00000441752171,5989.56362864261,5989.56653362687,5989.59008766995
2026-03-21T07:39:34Z,15532306.8042844,1.00000463975889,5989.17392193502,5989.17663653426,5989.20171025794
2026-03-21T07:39:35Z,15530250.6297224,1.00000487230791,5988.77708416075,5988.77960510251,5988.80626332672
2026-03-21T07:39:36Z,15528157.7189865,1.00000511550734,5988.37311649678,5988.37544039131,5988.40375006342
2026-03-21T07:39:37Z,15526028.0890262,1.00000536971867,5987.96202002512,5987.96414358331,5987.99417369655
2026-03-21T07:39:38Z,15523861.757121,1.00000563530728,5987.5437958849,5987.54571584115,5987.57753753403
2026-03-21T07:39:39Z,15521658.7408547,1.00000591264316,5987.11844523185,5987.12015836949,5987.15384492678
2026-03-21T07:39:40Z,15519419.0581319,1.00000620208929,5986.68596934278,5986.68747228547,5986.72309930371
2026-03-21T07:39:41Z,15517142.7271507,1.00000650403586,5986.24636937272,5986.24765888356,5986.28530413377
2026-03-21T07:39:42Z,15514829.7663984,1.00000681887289,5985.79964655875,5985.80071938962,5985.84046296565
2026-03-21T07:39:43Z,15512480.1947022,1.00000714699326,5985.34580217158,5985.34665506918,5985.38857939771
2026-03-21T07:39:44Z,15510094.0311689,1.00000748879979,5984.88483748498,5984.8854672115,5984.92965708928
2026-03-21T07:39:45Z,15507671.2952573,1.00000784470249,5984.41675380289,5984.41715713362,5984.46369977192
