epoch_utc,latitude_deg,longitude_deg,altitude_km
2026-03-21T09:32:00Z,35.675017,13.310442,523.001
2026-03-21T09:33:00Z,39.408790,12.251609,523.001
2026-03-21T09:34:00Z,43.136338,11.101282,523.001
2026-03-21T09:35:00Z,46.855923,9.834119,523.001
