epoch_utc,latitude_deg,longitude_deg,altitude_km
2026-03-21T09:32:00Z,35.717578,13.301676,520.002
2026-03-21T09:33:00Z,39.451288,12.241918,520.002
2026-03-21T09:34:00Z,43.178757,11.090417,520.002
2026-03-21T09:35:00Z,46.898238,9.821745,520.002
