epoch_utc,latitude_deg,longitude_deg,altitude_km
2026-03-21T09:32:00Z,35.675005,13.310445,517.001
2026-03-21T09:33:00Z,39.408777,12.251612,517.001
2026-03-21T09:34:00Z,43.136326,11.101285,517.001
2026-03-21T09:35:00Z,46.855910,9.834122,517.001
