time_utc,SAT-1_x_m,SAT-1_y_m,SAT-1_z_m,SAT-2_x_m,SAT-2_y_m,SAT-2_z_m,SAT-3_x_m,SAT-3_y_m,SAT-3_z_m
2026-03-21T07:38:40Z,5805866.08,-1392454.02,3455039.35,5802760.31,-1392663.4,3460168.71,5803506.23,-1397644.39,3456907.82
2026-03-21T07:38:41Z,5801930.55,-1392719.12,3461537.43,5798819.22,-1392927.17,3466663.48,5799567.92,-1397908.82,3463404.24
2026-03-21T07:38:42Z,5797987.98,-1392982.52,3468031.31,5794871.08,-1393189.24,3473154.03,5795622.56,-1398171.56,3469896.46
2026-03-21T07:38:43Z,5794038.36,-1393244.24,3474520.98,5790915.91,-1393449.61,3479640.37,5791670.17,-1398432.6,3476384.47
2026-03-21T07:38:44Z,5790081.71,-1393504.26,3481006.44,5786953.71,-1393708.3,3486122.49,5787710.74,-1398691.95,3482868.25
2026-03-21T07:38:45Z,5786118.02,-1393762.58,3487487.66,5782984.48,-1393965.28,3492600.37,5783744.29,-1398949.61,3489347.8
2026-03-21T07:38:46Z,5782147.31,-1394019.21,3493964.65,5779008.23,-1394220.58,3499074.01,5779770.81,-1399205.57,3495823.12
2026-03-21T07:38:47Z,5778169.58,-1394274.15,3500437.4,5775024.96,-1394474.18,3505543.41,5775790.31,-1399459.84,3502294.19
2026-03-21T07:38:48Z,5774184.83,-1394527.39,3506905.89,5771034.68,-1394726.08,3512008.54,5771802.79,-1399712.41,3508761
2026-03-21T07:38:49Z,5770193.07,-1394778.93,3513370.13,5767037.39,-1394976.28,3518469.41,5767808.27,-1399963.29,3515223.56
2026-03-21T07:38:50Z,5766194.31,-1395028.78,3519830.1,5763033.09,-1395224.8,3524926.01,5763806.74,-1400212.47,3521681.84
2026-03-21T07:38:51Z,5762188.54,-1395276.94,3526285.8,5759021.8,-1395471.61,3531378.33,5759798.21,-1400459.95,3528135.85
2026-03-21T07:38:52Z,5758175.78,-1395523.39,3532737.22,5755003.52,-1395716.73,3537826.36,5755782.68,-1400705.74,3534585.58
2026-03-21T07:38:53Z,5754156.02,-1395768.15,3539184.34,5750978.25,-1395960.15,3544270.1,5751760.17,-1400949.83,3541031.01
2026-03-21T07:38:54Z,5750129.28,-1396011.22,3545627.17,5746945.99,-1396201.87,3550709.53,5747730.67,-1401192.22,3547472.14
2026-03-21T07:38:55Z,5746095.55,-1396252.58,3552065.69,5742906.76,-1396441.9,3557144.65,5743694.19,-1401432.92,3553908.96
2026-03-21T07:38:56Z,5742054.85,-1396492.25,3558499.91,5738860.55,-1396680.23,3563575.45,5739650.74,-1401671.91,3560341.46
2026-03-21T07:38:57Z,5738007.17,-1396730.22,3564929.79,5734807.38,-1396916.86,3570001.92,5735600.31,-1401909.21,3566769.65
2026-03-21T07:38:58Z,5733952.53,-1396966.49,3571355.36,5730747.24,-1397151.79,3576424.06,5731542.92,-1402144.82,3573193.49
2026-03-21T07:38:59Z,5729890.92,-1397201.07,3577776.58,5726680.14,-1397385.02,3582841.86,5727478.57,-1402378.72,3579613
2026-03-21T07:39:00Z,5725822.36,-1397433.94,3584193.46,5722606.09,-1397616.55,3589255.3,5723407.26,-1402610.92,3586028.17
2026-03-21T07:39:01Z,5721746.84,-1397665.12,3590605.99,5718525.09,-1397846.39,3595664.39,5719329,-1402841.43,3592438.97
2026-03-21T07:39:02Z,5717664.38,-1397894.6,3597014.15,5714437.14,-1398074.52,3602069.11,5715243.8,-1403070.23,3598845.42
2026-03-21T07:39:03Z,5713574.97,-1398122.37,3603417.95,5710342.26,-1398300.96,3608469.45,5711151.65,-1403297.34,3605247.49
2026-03-21T07:39:04Z,5709478.63,-1398348.45,3609817.38,5706240.44,-1398525.69,3614865.42,5707052.57,-1403522.75,3611645.19
