satellite_id,mean_diff_accel_mps2,peak_diff_accel_mps2,delta_v_per_burn_mps,annual_delta_v_mps
SAT-1,0.005566028051927675,0.005566028051932948,0.1781128976616856,9.293676552990094
SAT-2,0.0055660280519277605,0.005566028051932941,0.17811289766168834,9.293676552990238
SAT-3,0.008406900425131258,0.008406900425136605,0.26902081360420027,14.037121738419165
