time_utc,SAT-1_vx_mps,SAT-1_vy_mps,SAT-1_vz_mps,SAT-2_vx_mps,SAT-2_vy_mps,SAT-2_vz_mps,SAT-3_vx_mps,SAT-3_vy_mps,SAT-3_vz_mps
2026-03-21T07:38:40Z,-3925.54900529028,-263.7225410073,6476.73365112474,-3931.05707078933,-262.400221145714,6473.44507544068,-3928.39076491458,-263.606785883319,6475.01497155912
2026-03-21T07:38:41Z,-3932.51238834733,-262.050569249179,6472.58736873266,-3938.01677469854,-260.727993210687,6469.29267263558,-3935.3513450795,-261.928647379111,6470.86645616447
2026-03-21T07:38:42Z,-3939.47112346766,-260.378274013162,6468.43335684071,-3944.97182409012,-259.055443364268,6465.13254415102,-3942.30727390251,-260.250185499937,6466.71021328337
2026-03-21T07:38:43Z,-3946.42520233876,-258.705657278331,6464.27162026172,-3951.92221065566,-257.382573585868,6460.96469480712,-3949.25854307429,-258.571402232185,6462.54624773136
2026-03-21T07:38:44Z,-3953.37461665304,-257.032721024247,6460.10216381787,-3958.86792609156,-255.709385855451,6456.78912943342,-3956.2051442904,-256.892299562788,6458.37456433333
2026-03-21T07:38:45Z,-3960.31935810799,-255.359467230953,6455.92499234058,-3965.80896209973,-254.035882153324,6452.60585286843,-3963.14706925166,-255.212879479075,6454.19516792329
2026-03-21T07:38:46Z,-3967.25941840648,-253.685897878886,6451.74011067034,-3972.74531038696,-252.362064460315,6448.41486996004,-3970.08430966412,-253.533143968822,6450.00806334446
2026-03-21T07:38:47Z,-3974.19478925654,-252.012014948922,6447.54752365682,-3979.6769626653,-250.68793475767,6444.21618556526,-3977.01685723889,-251.853095020273,6445.81325544925
2026-03-21T07:38:48Z,-3981.12546237104,-250.33782042246,6443.34723615912,-3986.60391065181,-249.013495027138,6440.00980455043,-3983.94470369213,-250.172734622147,6441.6107490994
2026-03-21T07:38:49Z,-3988.05142946828,-248.663316281298,6439.13925304533,-3993.52614606904,-247.338747250813,6435.79573179085,-3990.86784074537,-248.49206476357,6437.40054916569
2026-03-21T07:38:50Z,-3994.97268227152,-246.988504507717,6434.92357919293,-4000.44366064435,-245.663693411335,6431.57397217127,-3997.78626012512,-246.811087434149,6433.18266052822
2026-03-21T07:38:51Z,-4001.88921250926,-245.313387084427,6430.70021948848,-4007.35644611032,-243.988335491783,6427.3445305856,-4004.69995356321,-245.129804623905,6428.9570880762
2026-03-21T07:38:52Z,-4008.80101191529,-243.637965994563,6426.46917882775,-4014.26449420512,-242.312675475568,6423.1074119367,-4011.6089127967,-243.448218323286,6424.72383670802
2026-03-21T07:38:53Z,-4015.70807222835,-241.96224322175,6422.23046211577,-4021.16779667181,-240.636715346617,6418.86262113679,-4018.51312956761,-241.766330523259,6420.48291133138
2026-03-21T07:38:54Z,-4022.6103851929,-240.286220749935,6417.98407426651,-4028.0663452586,-238.960457089315,6414.61016310734,-4025.41259562331,-240.084143215173,6416.23431686309
2026-03-21T07:38:55Z,-4029.50794255817,-238.609900563601,6413.73002020333,-4034.96013171908,-237.283902688436,6410.35004277885,-4032.30730271654,-238.401658390785,6411.97805822904
2026-03-21T07:38:56Z,-4036.40073607854,-236.933284647685,6409.46830485885,-4041.84914781198,-235.607054129217,6406.08226509109,-4039.19724260495,-236.718878042368,6407.71414036448
2026-03-21T07:38:57Z,-4043.28875751412,-235.256374987441,6405.19893317454,-4048.73338530149,-233.929913397265,6401.80683499286,-4046.08240705183,-235.035804162521,6403.4425682136
2026-03-21T07:38:58Z,-4050.17199862977,-233.579173568665,6400.92191010135,-4055.61283595676,-232.252482478685,6397.52375744228,-4052.96278782543,-233.352438744341,6399.16334672991
2026-03-21T07:38:59Z,-4057.05045119588,-231.901682377523,6396.63724059921,-4062.48749155232,-230.574763359979,6393.23303740656,-4059.83837669953,-231.668783781288,6394.87648087593
2026-03-21T07:39:00Z,-4063.92410698819,-230.223903400564,6392.34492963715,-4069.35734386814,-228.896758028038,6388.93467986198,-4066.70916545293,-229.984841267315,6390.58197562348
2026-03-21T07:39:01Z,-4070.79295778746,-228.545838624847,6388.04498219353,-4076.22238468933,-227.218468470202,6384.62868979402,-4073.5751458694,-228.300613196871,6386.27983595372
2026-03-21T07:39:02Z,-4077.65699537976,-226.867490037831,6383.73740325583,-4083.08260580639,-225.539896674213,6380.31507219729,-4080.43630973897,-226.61610156458,6381.97006685636
2026-03-21T07:39:03Z,-4084.51621155672,-225.188859627341,6379.42219782051,-4089.93799901501,-223.861044628249,6375.99383207556,-4087.29264885608,-224.931308365705,6377.65267333079
