satellite_id,mean_diff_accel_mps2,peak_diff_accel_mps2,delta_v_per_burn_mps,annual_delta_v_mps
SAT-1,0.0041307268175444604,0.0041324050043953925,0.13218325816142273,6.897133577637094
SAT-2,0.004130517611862564,0.004132192438091551,0.13217656357960206,6.896784263921379
SAT-3,0.004125547513880747,0.0041322783798137235,0.1320175204441839,6.88848562031974
