window_index,start,end,duration_s,sample_count,max_ground_distance_km,min_ground_distance_km,max_aspect_ratio,centroid_time
0,2026-03-21T07:39:19Z,2026-03-21T07:40:57Z,98.0,99,349.95256432676155,18.406945490807637,1.0011882214773749,2026-03-21T07:40:08Z
