time_utc,SAT-1,SAT-2,SAT-3
2026-03-21T07:39:39Z,567727.064999707,567743.94713858,567733.117942372
2026-03-21T07:39:40Z,567748.410273816,567765.30777821,567754.466872008
2026-03-21T07:39:41Z,567769.774036986,567786.686798557,567775.834245983
2026-03-21T07:39:42Z,567791.156175585,567808.084085918,567797.219950643
2026-03-21T07:39:43Z,567812.556575886,567829.499526488,567818.623872249
2026-03-21T07:39:44Z,567833.97512406,567850.933006365,567840.045896956
2026-03-21T07:39:45Z,567855.411706193,567872.384411559,567861.485910831
2026-03-21T07:39:46Z,567876.866208273,567893.853627986,567882.943799845
2026-03-21T07:39:47Z,567898.338516196,567915.340541465,567904.419449879
2026-03-21T07:39:48Z,567919.828515764,567936.845037727,567925.912746718
2026-03-21T07:39:49Z,567941.33609269,567958.367002407,567947.42357606
2026-03-21T07:39:50Z,567962.861132589,567979.906321054,567968.951823503
2026-03-21T07:39:51Z,567984.403520996,568001.462879128,567990.497374566
2026-03-21T07:39:52Z,568005.96314334,568023.036561987,568012.060114671
2026-03-21T07:39:53Z,568027.539884979,568044.62725492,568033.639929147
2026-03-21T07:39:54Z,568049.133631165,568066.23484311,568055.236703242
2026-03-21T07:39:55Z,568070.744267071,568087.859211654,568076.850322111
2026-03-21T07:39:56Z,568092.371677782,568109.500245571,568098.480670821
2026-03-21T07:39:57Z,568114.015748288,568131.157829785,568120.127634354
2026-03-21T07:39:58Z,568135.6763635,568152.831849135,568141.791097603
2026-03-21T07:39:59Z,568157.353408236,568174.522188375,568163.470945377
2026-03-21T07:40:00Z,568179.046767236,568196.228732171,568185.167062396
2026-03-21T07:40:01Z,568200.756325151,568217.95136511,568206.879333299
2026-03-21T07:40:02Z,568222.48196654,568239.689971689,568228.607642639
2026-03-21T07:40:03Z,568244.223575893,568261.444436324,568250.351874886
2026-03-21T07:40:04Z,568265.981037603,568283.214643353,568272.11191442
2026-03-21T07:40:05Z,568287.754235991,568305.00047702,568293.887645549
2026-03-21T07:40:06Z,568309.543055285,568326.801821492,568315.678952491
2026-03-21T07:40:07Z,568331.347379638,568348.61856086,568337.485719388
2026-03-21T07:40:08Z,568353.167093121,568370.450579129,568359.307830296
2026-03-21T07:40:09Z,568375.002079722,568392.297760226,568381.145169194
2026-03-21T07:40:10Z,568396.852223349,568414.159987998,568402.997619977
2026-03-21T07:40:11Z,568418.717407835,568436.037146211,568424.865066466
2026-03-21T07:40:12Z,568440.597516931,568457.929118553,568446.747392396
2026-03-21T07:40:13Z,568462.492434306,568479.835788637,568468.644481433
2026-03-21T07:40:14Z,568484.402043559,568501.757039998,568490.556217165
2026-03-21T07:40:15Z,568506.326228201,568523.692756092,568512.482483089
2026-03-21T07:40:16Z,568528.264871679,568545.642820301,568534.423162644
2026-03-21T07:40:17Z,568550.217857354,568567.607115929,568556.37813918
2026-03-21T07:40:18Z,568572.185068522,568589.585526208,568578.347295977
2026-03-21T07:40:19Z,568594.166388392,568611.577934291,568600.330516241
2026-03-21T07:40:20Z,568616.1617001,568633.584223262,568622.3276831
2026-03-21T07:40:21Z,568638.17088672,568655.60427613,568644.338679614
2026-03-21T07:40:22Z,568660.193831243,568677.637975832,568666.363388767
2026-03-21T07:40:23Z,568682.230416591,568699.685205235,568688.401693469
2026-03-21T07:40:24Z,568704.280525609,568721.745847126,568710.453476562
2026-03-21T07:40:25Z,568726.344041076,568743.819784229,568732.518620813
2026-03-21T07:40:26Z,568748.420845699,568765.906899195,568754.597008918
2026-03-21T07:40:27Z,568770.510822116,568788.007074603,568776.688523509
2026-03-21T07:40:28Z,568792.61385289,568810.12019297,568798.793047141
2026-03-21T07:40:29Z,568814.729820519,568832.246136737,568820.910462307
2026-03-21T07:40:30Z,568836.858607433,568854.384788279,568843.040651423
2026-03-21T07:40:31Z,568859.00009599,568876.536029907,568865.183496848
2026-03-21T07:40:32Z,568881.154168486,568898.699743861,568887.338880866
2026-03-21T07:40:33Z,568903.32070715,568920.875812315,568909.506685695
2026-03-21T07:40:34Z,568925.499594139,568943.064117378,568931.686793491
2026-03-21T07:40:35Z,568947.690711546,568965.264541094,568953.87908634
2026-03-21T07:40:36Z,568969.893941406,568987.476965443,568976.083446269
2026-03-21T07:40:37Z,568992.109165677,569009.701272341,568998.299755233
2026-03-21T07:40:38Z,569014.336266268,569031.937343638,569020.52789513
2026-03-21T07:40:39Z,569036.575125011,569054.185061124,569042.767747794
2026-03-21T07:40:40Z,569058.825623684,569076.444306531,569065.01919499
2026-03-21T07:40:41Z,569081.087644003,569098.714961516,569087.282118427
2026-03-21T07:40:42Z,569103.361067617,569120.996907691,569109.556399755
2026-03-21T07:40:43Z,569125.645776116,569143.290026591,569131.841920553
2026-03-21T07:40:44Z,569147.941651029,569165.594199706,569154.138562353
2026-03-21T07:40:45Z,569170.248573828,569187.909308461,569176.446206614
2026-03-21T07:40:46Z,569192.566425926,569210.23523422,569198.764734753
2026-03-21T07:40:47Z,569214.895088672,569232.57185829,569221.094028111
2026-03-21T07:40:48Z,569237.234443363,569254.919061923,569243.433967981
2026-03-21T07:40:49Z,569259.584371235,569277.276726311,569265.784435594
2026-03-21T07:40:50Z,569281.94475347,569299.644732588,569288.145312132
2026-03-21T07:40:51Z,569304.315471189,569322.022961841,569310.51647871
2026-03-21T07:40:52Z,569326.69640546,569344.411295089,569332.897816395
2026-03-21T07:40:53Z,569349.087437302,569366.809613306,569355.289206197
2026-03-21T07:40:54Z,569371.488447672,569389.217797411,569377.690529071
2026-03-21T07:40:55Z,569393.899317469,569411.635728265,569400.10166592
2026-03-21T07:40:56Z,569416.319927546,569434.063286684,569422.522497593
