time_utc,max_ground_distance_km,min_command_distance_km
2026-03-21T07:40:45Z,265.522997,1027.60601
2026-03-21T07:40:46Z,272.554943,1034.12116
2026-03-21T07:40:47Z,279.587573,1040.64285
2026-03-21T07:40:48Z,286.620831,1047.17096
2026-03-21T07:40:49Z,293.654663,1053.70534
2026-03-21T07:40:50Z,300.689023,1060.24591
2026-03-21T07:40:51Z,307.723864,1066.79253
2026-03-21T07:40:52Z,314.759149,1073.34508
2026-03-21T07:40:53Z,321.79484,1079.90347
2026-03-21T07:40:54Z,328.830906,1086.46757
2026-03-21T07:40:55Z,335.867316,1093.0373
2026-03-21T07:40:56Z,342.904042,1099.61253
2026-03-21T07:40:57Z,349.941061,1106.19319
2026-03-21T07:40:58Z,356.978345,1112.77915
2026-03-21T07:40:59Z,364.015874,1119.37033
2026-03-21T07:41:00Z,371.053628,1125.96664
2026-03-21T07:41:01Z,378.091589,1132.56797
2026-03-21T07:41:02Z,385.129739,1139.17425
2026-03-21T07:41:03Z,392.168062,1145.78538
2026-03-21T07:41:04Z,399.206547,1152.40129
2026-03-21T07:41:05Z,406.245173,1159.02187
2026-03-21T07:41:06Z,413.283932,1165.64705
2026-03-21T07:41:07Z,420.32281,1172.27676
2026-03-21T07:41:08Z,427.361796,1178.91091
2026-03-21T07:41:09Z,434.40088,1185.54942
2026-03-21T07:41:10Z,441.440052,1192.19223
2026-03-21T07:41:11Z,448.479303,1198.83925
2026-03-21T07:41:12Z,455.518626,1205.49043
2026-03-21T07:41:13Z,462.558009,1212.14567
2026-03-21T07:41:14Z,469.597446,1218.80492
2026-03-21T07:41:15Z,476.63693,1225.4681
2026-03-21T07:41:16Z,483.676454,1232.13516
2026-03-21T07:41:17Z,490.716011,1238.80602
2026-03-21T07:41:18Z,497.755597,1245.48063
2026-03-21T07:41:19Z,504.795207,1252.15893
2026-03-21T07:41:20Z,511.834831,1258.84084
2026-03-21T07:41:21Z,518.874466,1265.52631
2026-03-21T07:41:22Z,525.914108,1272.21528
2026-03-21T07:41:23Z,532.953753,1278.9077
