satellite_id,mean_diff_accel_mps2,peak_diff_accel_mps2,delta_v_per_burn_mps,annual_delta_v_mps
SAT-1,0.004132303946171318,0.004132303946172741,0.13223372627748217,6.899766931835766
SAT-2,0.004132303946171059,0.004132303946172748,0.1322337262774739,6.899766931835335
SAT-3,0.004132303946171168,0.004132303946171808,0.13223372627747737,6.899766931835516
