time_iso,FSAT-DP1,FSAT-DP2,FSAT-LDR
2026-03-21T08:54:00Z,-16129.673377,-16165.845088,-16147.761228
2026-03-21T08:54:03Z,-16108.982144,-16145.165065,-16127.075390
2026-03-21T08:54:06Z,-16088.283157,-16124.476300,-16106.381305
2026-03-21T08:54:09Z,-16067.576542,-16103.778923,-16085.679099
2026-03-21T08:54:12Z,-16046.862427,-16083.073064,-16064.968904
2026-03-21T08:54:15Z,-16026.140934,-16062.358850,-16044.250843
2026-03-21T08:54:18Z,-16005.412182,-16041.636402,-16023.525036
2026-03-21T08:54:21Z,-15984.676292,-16020.905844,-16002.791606
2026-03-21T08:54:24Z,-15963.933377,-16000.167293,-15982.050667
2026-03-21T08:54:27Z,-15943.183554,-15979.420869,-15961.302338
2026-03-21T08:54:30Z,-15922.426931,-15958.666682,-15940.546729
2026-03-21T08:54:33Z,-15901.663620,-15937.904847,-15919.783953
2026-03-21T08:54:36Z,-15880.893727,-15917.135474,-15899.014116
2026-03-21T08:54:39Z,-15860.117355,-15896.358668,-15878.237325
2026-03-21T08:54:42Z,-15839.334611,-15875.574538,-15857.453685
2026-03-21T08:54:45Z,-15818.545591,-15854.783184,-15836.663297
2026-03-21T08:54:48Z,-15797.750398,-15833.984712,-15815.866264
2026-03-21T08:54:51Z,-15776.949128,-15813.179218,-15795.062683
2026-03-21T08:54:54Z,-15756.141875,-15792.366801,-15774.252648
2026-03-21T08:54:57Z,-15735.328734,-15771.547558,-15753.436257
2026-03-21T08:55:00Z,-15714.509795,-15750.721581,-15732.613601
2026-03-21T08:55:03Z,-15693.685150,-15729.888965,-15711.784773
2026-03-21T08:55:06Z,-15672.854886,-15709.049799,-15690.949862
2026-03-21T08:55:09Z,-15652.019089,-15688.204170,-15670.108953
2026-03-21T08:55:12Z,-15631.177846,-15667.352170,-15649.262136
2026-03-21T08:55:15Z,-15610.331238,-15646.493880,-15628.409493
2026-03-21T08:55:18Z,-15589.479350,-15625.629389,-15607.551109
2026-03-21T08:55:21Z,-15568.622260,-15604.758776,-15586.687064
2026-03-21T08:55:24Z,-15547.760047,-15583.882122,-15565.817438
2026-03-21T08:55:27Z,-15526.892790,-15562.999509,-15544.942311
2026-03-21T08:55:30Z,-15506.020563,-15542.111012,-15524.061758
2026-03-21T08:55:33Z,-15485.143444,-15521.216712,-15503.175858
2026-03-21T08:55:36Z,-15464.261504,-15500.316681,-15482.284684
2026-03-21T08:55:39Z,-15443.374814,-15479.410994,-15461.388306
2026-03-21T08:55:42Z,-15422.483448,-15458.499725,-15440.486800
2026-03-21T08:55:45Z,-15401.587472,-15437.582943,-15419.580234
2026-03-21T08:55:48Z,-15380.686958,-15416.660722,-15398.668680
2026-03-21T08:55:51Z,-15359.781972,-15395.733129,-15377.752204
2026-03-21T08:55:54Z,-15338.872577,-15374.800229,-15356.830872
2026-03-21T08:55:57Z,-15317.958842,-15353.862094,-15335.904753
2026-03-21T08:56:00Z,-15297.040827,-15332.918785,-15314.973907
2026-03-21T08:56:03Z,-15276.118599,-15311.970370,-15294.038403
2026-03-21T08:56:06Z,-15255.192217,-15291.016911,-15273.098300
2026-03-21T08:56:09Z,-15234.261739,-15270.058468,-15252.153659
2026-03-21T08:56:12Z,-15213.327229,-15249.095106,-15231.204542
2026-03-21T08:56:15Z,-15192.388742,-15228.126881,-15210.251007
2026-03-21T08:56:18Z,-15171.446338,-15207.153856,-15189.293114
2026-03-21T08:56:21Z,-15150.500072,-15186.176088,-15168.330919
2026-03-21T08:56:24Z,-15129.549999,-15165.193632,-15147.364477
2026-03-21T08:56:27Z,-15108.596175,-15144.206547,-15126.393847
