time_iso,relative_cross_track_km
2026-03-21T08:54:00Z,-0.200000
2026-03-21T08:54:03Z,-0.200022
2026-03-21T08:54:06Z,-0.200042
2026-03-21T08:54:09Z,-0.200060
2026-03-21T08:54:12Z,-0.200076
2026-03-21T08:54:15Z,-0.200089
2026-03-21T08:54:18Z,-0.200101
2026-03-21T08:54:21Z,-0.200110
2026-03-21T08:54:24Z,-0.200117
2026-03-21T08:54:27Z,-0.200122
2026-03-21T08:54:30Z,-0.200124
2026-03-21T08:54:33Z,-0.200125
2026-03-21T08:54:36Z,-0.200123
2026-03-21T08:54:39Z,-0.200119
2026-03-21T08:54:42Z,-0.200112
2026-03-21T08:54:45Z,-0.200104
2026-03-21T08:54:48Z,-0.200093
2026-03-21T08:54:51Z,-0.200081
2026-03-21T08:54:54Z,-0.200066
2026-03-21T08:54:57Z,-0.200048
2026-03-21T08:55:00Z,-0.200029
2026-03-21T08:55:03Z,-0.200008
2026-03-21T08:55:06Z,-0.199984
2026-03-21T08:55:09Z,-0.199958
2026-03-21T08:55:12Z,-0.199930
2026-03-21T08:55:15Z,-0.199900
2026-03-21T08:55:18Z,-0.199867
2026-03-21T08:55:21Z,-0.199832
2026-03-21T08:55:24Z,-0.199796
2026-03-21T08:55:27Z,-0.199756
2026-03-21T08:55:30Z,-0.199715
2026-03-21T08:55:33Z,-0.199672
2026-03-21T08:55:36Z,-0.199626
2026-03-21T08:55:39Z,-0.199578
2026-03-21T08:55:42Z,-0.199529
2026-03-21T08:55:45Z,-0.199476
2026-03-21T08:55:48Z,-0.199422
2026-03-21T08:55:51Z,-0.199366
2026-03-21T08:55:54Z,-0.199307
2026-03-21T08:55:57Z,-0.199246
2026-03-21T08:56:00Z,-0.199183
2026-03-21T08:56:03Z,-0.199118
2026-03-21T08:56:06Z,-0.199051
2026-03-21T08:56:09Z,-0.198981
2026-03-21T08:56:12Z,-0.198909
2026-03-21T08:56:15Z,-0.198835
2026-03-21T08:56:18Z,-0.198759
2026-03-21T08:56:21Z,-0.198681
2026-03-21T08:56:24Z,-0.198601
2026-03-21T08:56:27Z,-0.198518
2026-03-21T08:56:30Z,-0.198434
2026-03-21T08:56:33Z,-0.198347
2026-03-21T08:56:36Z,-0.198258
2026-03-21T08:56:39Z,-0.198166
2026-03-21T08:56:42Z,-0.198073
2026-03-21T08:56:45Z,-0.197978
2026-03-21T08:56:48Z,-0.197880
2026-03-21T08:56:51Z,-0.197780
2026-03-21T08:56:54Z,-0.197678
2026-03-21T08:56:57Z,-0.197574
2026-03-21T08:57:00Z,-0.197468
2026-03-21T08:57:03Z,-0.197359
2026-03-21T08:57:06Z,-0.197249
2026-03-21T08:57:09Z,-0.197136
2026-03-21T08:57:12Z,-0.197021
2026-03-21T08:57:15Z,-0.196904
2026-03-21T08:57:18Z,-0.196785
2026-03-21T08:57:21Z,-0.196663
2026-03-21T08:57:24Z,-0.196540
2026-03-21T08:57:27Z,-0.196414
2026-03-21T08:57:30Z,-0.196286
2026-03-21T08:57:33Z,-0.196157
2026-03-21T08:57:36Z,-0.196025
2026-03-21T08:57:39Z,-0.195890
2026-03-21T08:57:42Z,-0.195754
2026-03-21T08:57:45Z,-0.195616
2026-03-21T08:57:48Z,-0.195475
2026-03-21T08:57:51Z,-0.195333
