time_utc,triangle_area_m2,triangle_aspect_ratio,side_length_1_m,side_length_2_m,side_length_3_m
2026-03-21T07:38:40Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:41Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:42Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:43Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:44Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:45Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:46Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:47Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:48Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:49Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:50Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:51Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:52Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:53Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:54Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:55Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:56Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:57Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:58Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:38:59Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:00Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:01Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:02Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:03Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:04Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:05Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:06Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:07Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:08Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:09Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:10Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:11Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:12Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:13Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:14Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:15Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:16Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:17Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:18Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:19Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:20Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:21Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:22Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:23Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:24Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:25Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:26Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:27Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:28Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:29Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:30Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:31Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:32Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:33Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:34Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:35Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:36Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:37Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:38Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:39Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:40Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:41Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:42Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:43Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:44Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:45Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:46Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:47Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:48Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:49Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:50Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:51Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:52Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:53Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:54Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:55Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:56Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:57Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:58Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:39:59Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:00Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:01Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:02Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:03Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:04Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:05Z,1.08253175e+09,1,50000,50000,50000
