time_utc,triangle_area_m2,triangle_aspect_ratio,side_length_1_m,side_length_2_m,side_length_3_m
2026-03-21T07:40:06Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:07Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:08Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:09Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:10Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:11Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:12Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:13Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:14Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:15Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:16Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:17Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:18Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:19Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:20Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:21Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:22Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:23Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:24Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:25Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:26Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:27Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:28Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:29Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:30Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:31Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:32Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:33Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:34Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:35Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:36Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:37Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:38Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:39Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:40Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:41Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:42Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:43Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:44Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:45Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:46Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:47Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:48Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:49Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:50Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:51Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:52Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:53Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:54Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:55Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:56Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:57Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:58Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:40:59Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:00Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:01Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:02Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:03Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:04Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:05Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:06Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:07Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:08Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:09Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:10Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:11Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:12Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:13Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:14Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:15Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:16Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:17Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:18Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:19Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:20Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:21Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:22Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:23Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:24Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:25Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:26Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:27Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:28Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:29Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:30Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:31Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:32Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:33Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:34Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:35Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:36Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:37Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:38Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:39Z,1.08253175e+09,1,50000,50000,50000
2026-03-21T07:41:40Z,1.08253175e+09,1,50000,50000,50000
